,id,article_id,attribute,code,confidence,session_id,datetime
5377,5448,8382,mw_access_cost,2,6,80651,2023-09-27 11:47:25
5378,5449,8382,mw_appearance,2,6,80651,2023-09-27 11:47:25
5379,5450,8382,mw_compensation,2,6,80651,2023-09-27 11:47:25
5380,5451,8382,mw_comfort_breathe,2,6,80651,2023-09-27 11:47:25
5381,5452,8382,mw_access_diff,2,6,80651,2023-09-27 11:47:25
5382,5453,8382,mw_efficacy_health,0,6,80651,2023-09-27 11:47:25
5383,5454,8382,mw_attention_uncomfortable,0,6,80651,2023-09-27 11:47:25
5384,5455,8382,mw_inconvenience_hassle,0,6,80651,2023-09-27 11:47:25
5385,5456,8382,mw_attention_trust,2,6,80651,2023-09-27 11:47:25
5386,5457,8382,mw_independence_forced,0,6,80651,2023-09-27 11:47:25
5387,5458,8382,mw_independence_authority,0,6,80651,2023-09-27 11:47:25
5388,5459,8382,mw_inconvenience_remember,2,6,80651,2023-09-27 11:47:25
5389,5460,8382,mw_efficacy_eff,0,6,80651,2023-09-27 11:47:25
5390,5461,8335,mw_compensation,2,7,28031,2023-09-27 11:48:28
5391,5462,8335,mw_comfort_breathe,2,7,28031,2023-09-27 11:48:28
5392,5463,8335,mw_independence_authority,2,7,28031,2023-09-27 11:48:28
5393,5464,8335,mw_attention_trust,2,7,28031,2023-09-27 11:48:28
5394,5465,8335,mw_inconvenience_hassle,0,5,28031,2023-09-27 11:48:28
5395,5466,8335,mw_comfort_hot,2,7,28031,2023-09-27 11:48:28
5396,5467,8335,mw_appearance,2,7,28031,2023-09-27 11:48:28
5397,5468,8335,mw_access_diff,2,7,28031,2023-09-27 11:48:28
5398,5469,8335,mw_inconvenience_remember,2,7,28031,2023-09-27 11:48:28
5399,5470,8335,mw_efficacy_health,0,5,28031,2023-09-27 11:48:28
5400,5471,8335,mw_access_cost,2,7,28031,2023-09-27 11:48:28
5401,5472,8335,mw_attention_uncomfortable,2,7,28031,2023-09-27 11:48:28
5402,5473,8335,mw_efficacy_eff,0,5,28031,2023-09-27 11:48:28
5403,5474,8335,mw_independence_forced,0,5,28031,2023-09-27 11:48:28
5404,5475,8340,mw_compensation,2,7,25447,2023-09-27 11:48:41
5405,5476,8340,mw_comfort_hot,2,7,25447,2023-09-27 11:48:41
5406,5477,8340,mw_efficacy_eff,1,5,25447,2023-09-27 11:48:41
5407,5478,8340,mw_efficacy_health,1,6,25447,2023-09-27 11:48:41
5408,5479,8340,mw_comfort_breathe,2,7,25447,2023-09-27 11:48:41
5409,5480,8340,mw_appearance,2,7,25447,2023-09-27 11:48:41
5410,5481,8340,mw_access_cost,2,7,25447,2023-09-27 11:48:41
5411,5482,8340,mw_independence_forced,2,7,25447,2023-09-27 11:48:41
5412,5483,8340,mw_inconvenience_hassle,2,7,25447,2023-09-27 11:48:41
5413,5484,8340,mw_access_diff,2,7,25447,2023-09-27 11:48:41
5414,5485,8340,mw_inconvenience_remember,2,7,25447,2023-09-27 11:48:41
5415,5486,8340,mw_attention_uncomfortable,2,7,25447,2023-09-27 11:48:41
5416,5487,8340,mw_attention_trust,2,7,25447,2023-09-27 11:48:41
5417,5488,8340,mw_independence_authority,0,4,25447,2023-09-27 11:48:41
5418,5489,8420,mw_efficacy_eff,2,4,25447,2023-09-27 11:50:36
5419,5490,8420,mw_comfort_breathe,2,7,25447,2023-09-27 11:50:36
5420,5491,8420,mw_efficacy_health,2,7,25447,2023-09-27 11:50:36
5421,5492,8420,mw_access_cost,2,7,25447,2023-09-27 11:50:36
5422,5493,8420,mw_comfort_hot,2,7,25447,2023-09-27 11:50:36
5423,5494,8420,mw_access_diff,2,7,25447,2023-09-27 11:50:36
5424,5495,8420,mw_inconvenience_remember,2,7,25447,2023-09-27 11:50:36
5425,5496,8420,mw_appearance,2,7,25447,2023-09-27 11:50:36
5426,5497,8420,mw_independence_authority,2,7,25447,2023-09-27 11:50:36
5427,5498,8420,mw_attention_uncomfortable,2,7,25447,2023-09-27 11:50:36
5428,5499,8420,mw_attention_trust,2,7,25447,2023-09-27 11:50:36
5429,5500,8420,mw_independence_forced,2,7,25447,2023-09-27 11:50:36
5430,5501,8420,mw_inconvenience_hassle,2,7,25447,2023-09-27 11:50:36
5431,5502,8420,mw_compensation,2,7,25447,2023-09-27 11:50:36
5432,5503,8445,mw_compensation,2,7,25447,2023-09-27 11:51:49
5433,5504,8445,mw_inconvenience_hassle,0,4,25447,2023-09-27 11:51:49
5434,5505,8445,mw_comfort_breathe,2,7,25447,2023-09-27 11:51:49
5435,5506,8445,mw_access_cost,2,7,25447,2023-09-27 11:51:49
5436,5507,8445,mw_appearance,2,7,25447,2023-09-27 11:51:49
5437,5508,8445,mw_comfort_hot,2,7,25447,2023-09-27 11:51:49
5438,5509,8445,mw_independence_authority,2,7,25447,2023-09-27 11:51:49
5439,5510,8445,mw_independence_forced,2,7,25447,2023-09-27 11:51:49
5440,5511,8445,mw_attention_trust,2,7,25447,2023-09-27 11:51:49
5441,5512,8445,mw_inconvenience_remember,2,7,25447,2023-09-27 11:51:49
5442,5513,8445,mw_efficacy_eff,0,4,25447,2023-09-27 11:51:49
5443,5514,8445,mw_efficacy_health,0,4,25447,2023-09-27 11:51:49
5444,5515,8445,mw_attention_uncomfortable,2,7,25447,2023-09-27 11:51:49
5445,5516,8445,mw_access_diff,2,7,25447,2023-09-27 11:51:49
5446,5517,8454,mw_comfort_breathe,2,6,80651,2023-09-27 11:53:22
5447,5518,8454,mw_independence_authority,2,6,80651,2023-09-27 11:53:22
5448,5519,8454,mw_inconvenience_remember,2,6,80651,2023-09-27 11:53:22
5449,5520,8454,mw_compensation,2,6,80651,2023-09-27 11:53:22
5450,5521,8454,mw_inconvenience_hassle,2,6,80651,2023-09-27 11:53:22
5451,5522,8454,mw_appearance,2,6,80651,2023-09-27 11:53:22
5452,5523,8454,mw_attention_uncomfortable,2,6,80651,2023-09-27 11:53:22
5453,5524,8454,mw_attention_trust,2,6,80651,2023-09-27 11:53:22
5454,5525,8454,mw_access_diff,2,6,80651,2023-09-27 11:53:22
5455,5526,8454,mw_efficacy_eff,2,6,80651,2023-09-27 11:53:22
5456,5527,8454,mw_comfort_hot,2,6,80651,2023-09-27 11:53:22
5457,5528,8454,mw_independence_forced,2,6,80651,2023-09-27 11:53:22
5458,5529,8454,mw_efficacy_health,2,6,80651,2023-09-27 11:53:22
5459,5530,8454,mw_access_cost,2,6,80651,2023-09-27 11:53:22
5460,5531,8431,mw_access_diff,2,7,25447,2023-09-27 11:54:27
5461,5532,8431,mw_inconvenience_hassle,2,7,25447,2023-09-27 11:54:27
5462,5533,8431,mw_comfort_breathe,2,7,25447,2023-09-27 11:54:27
5463,5534,8431,mw_efficacy_eff,1,4,25447,2023-09-27 11:54:27
5464,5535,8431,mw_access_cost,2,7,25447,2023-09-27 11:54:27
5465,5536,8431,mw_compensation,2,7,25447,2023-09-27 11:54:27
5466,5537,8431,mw_efficacy_health,1,5,25447,2023-09-27 11:54:27
5467,5538,8431,mw_independence_forced,2,7,25447,2023-09-27 11:54:27
5468,5539,8431,mw_comfort_hot,2,7,25447,2023-09-27 11:54:27
5469,5540,8431,mw_independence_authority,2,7,25447,2023-09-27 11:54:27
5470,5541,8431,mw_appearance,2,7,25447,2023-09-27 11:54:27
5471,5542,8431,mw_attention_trust,2,7,25447,2023-09-27 11:54:27
5472,5543,8431,mw_inconvenience_remember,2,7,25447,2023-09-27 11:54:27
5473,5544,8431,mw_attention_uncomfortable,2,7,25447,2023-09-27 11:54:27
5474,5545,8428,mw_comfort_hot,2,7,28031,2023-09-27 11:55:36
5475,5546,8428,mw_access_cost,2,7,28031,2023-09-27 11:55:36
5476,5547,8428,mw_efficacy_eff,2,6,28031,2023-09-27 11:55:36
5477,5548,8428,mw_efficacy_health,0,5,28031,2023-09-27 11:55:36
5478,5549,8428,mw_access_diff,2,7,28031,2023-09-27 11:55:36
5479,5550,8428,mw_appearance,2,7,28031,2023-09-27 11:55:36
5480,5551,8428,mw_inconvenience_remember,2,7,28031,2023-09-27 11:55:36
5481,5552,8428,mw_attention_trust,2,7,28031,2023-09-27 11:55:36
5482,5553,8428,mw_attention_uncomfortable,0,5,28031,2023-09-27 11:55:36
5483,5554,8428,mw_independence_forced,0,7,28031,2023-09-27 11:55:36
5484,5555,8428,mw_inconvenience_hassle,0,5,28031,2023-09-27 11:55:36
5485,5556,8428,mw_independence_authority,0,7,28031,2023-09-27 11:55:36
5486,5557,8428,mw_compensation,2,7,28031,2023-09-27 11:55:36
5487,5558,8365,mw_inconvenience_hassle,2,7,25447,2023-09-27 11:56:22
5488,5559,8365,mw_attention_trust,2,7,25447,2023-09-27 11:56:22
5489,5560,8365,mw_comfort_breathe,2,7,25447,2023-09-27 11:56:22
5490,5561,8365,mw_inconvenience_remember,2,7,25447,2023-09-27 11:56:22
5491,5562,8365,mw_compensation,2,7,25447,2023-09-27 11:56:22
5492,5563,8365,mw_efficacy_health,1,4,25447,2023-09-27 11:56:22
5493,5564,8365,mw_appearance,2,7,25447,2023-09-27 11:56:22
5494,5565,8365,mw_efficacy_eff,1,4,25447,2023-09-27 11:56:22
5495,5566,8365,mw_access_diff,0,4,25447,2023-09-27 11:56:22
5496,5567,8365,mw_access_cost,2,7,25447,2023-09-27 11:56:22
5497,5568,8365,mw_independence_authority,2,7,25447,2023-09-27 11:56:22
5498,5569,8365,mw_independence_forced,2,7,25447,2023-09-27 11:56:22
5499,5570,8365,mw_attention_uncomfortable,2,7,25447,2023-09-27 11:56:22
5500,5571,8365,mw_comfort_hot,2,7,25447,2023-09-27 11:56:22
5501,5572,8370,mw_access_cost,2,7,28031,2023-09-27 11:58:40
5502,5573,8370,mw_efficacy_eff,2,7,28031,2023-09-27 11:58:40
5503,5574,8370,mw_access_diff,2,7,28031,2023-09-27 11:58:40
5504,5575,8370,mw_comfort_breathe,2,7,28031,2023-09-27 11:58:40
5505,5576,8370,mw_attention_uncomfortable,2,7,28031,2023-09-27 11:58:40
5506,5577,8370,mw_comfort_hot,2,7,28031,2023-09-27 11:58:40
5507,5578,8370,mw_compensation,2,7,28031,2023-09-27 11:58:40
5508,5579,8370,mw_inconvenience_hassle,2,7,28031,2023-09-27 11:58:40
5509,5580,8370,mw_independence_forced,2,7,28031,2023-09-27 11:58:40
5510,5581,8370,mw_efficacy_health,2,7,28031,2023-09-27 11:58:40
5511,5582,8370,mw_attention_trust,2,7,28031,2023-09-27 11:58:40
5512,5583,8370,mw_independence_authority,2,7,28031,2023-09-27 11:58:40
5513,5584,8370,mw_appearance,2,7,28031,2023-09-27 11:58:40
5514,5585,8370,mw_inconvenience_remember,2,7,28031,2023-09-27 11:58:40
5515,5586,8375,mw_compensation,2,7,25447,2023-09-27 11:59:26
5516,5587,8375,mw_comfort_breathe,2,7,25447,2023-09-27 11:59:26
5517,5588,8375,mw_inconvenience_remember,2,7,25447,2023-09-27 11:59:26
5518,5589,8375,mw_independence_forced,0,4,25447,2023-09-27 11:59:26
5519,5590,8375,mw_inconvenience_hassle,2,7,25447,2023-09-27 11:59:26
5520,5591,8375,mw_access_cost,2,7,25447,2023-09-27 11:59:26
5521,5592,8375,mw_comfort_hot,2,7,25447,2023-09-27 11:59:26
5522,5593,8375,mw_access_diff,2,7,25447,2023-09-27 11:59:26
5523,5594,8375,mw_efficacy_eff,2,7,25447,2023-09-27 11:59:26
5524,5595,8375,mw_efficacy_health,2,7,25447,2023-09-27 11:59:26
5525,5596,8375,mw_appearance,2,7,25447,2023-09-27 11:59:26
5526,5597,8375,mw_attention_uncomfortable,2,7,25447,2023-09-27 11:59:26
5527,5598,8375,mw_independence_authority,0,4,25447,2023-09-27 11:59:26
5528,5599,8375,mw_attention_trust,2,7,25447,2023-09-27 11:59:26
5529,5600,8432,mw_comfort_breathe,2,6,80651,2023-09-27 12:00:17
5530,5601,8432,mw_independence_authority,0,6,80651,2023-09-27 12:00:17
5531,5602,8432,mw_attention_uncomfortable,0,5,80651,2023-09-27 12:00:17
5532,5603,8432,mw_access_cost,2,6,80651,2023-09-27 12:00:17
5533,5604,8432,mw_efficacy_eff,0,5,80651,2023-09-27 12:00:17
5534,5605,8432,mw_comfort_hot,2,5,80651,2023-09-27 12:00:17
5535,5606,8432,mw_access_diff,2,6,80651,2023-09-27 12:00:17
5536,5607,8432,mw_attention_trust,2,5,80651,2023-09-27 12:00:17
5537,5608,8432,mw_efficacy_health,0,5,80651,2023-09-27 12:00:17
5538,5609,8432,mw_independence_forced,0,5,80651,2023-09-27 12:00:17
5539,5610,8432,mw_inconvenience_hassle,0,5,80651,2023-09-27 12:00:17
5540,5611,8432,mw_appearance,2,5,80651,2023-09-27 12:00:17
5541,5612,8432,mw_compensation,2,5,80651,2023-09-27 12:00:17
5542,5613,8432,mw_inconvenience_remember,2,5,80651,2023-09-27 12:00:17
5543,5614,8389,mw_independence_authority,0,7,28031,2023-09-27 12:05:34
5544,5615,8389,mw_attention_trust,2,7,28031,2023-09-27 12:05:34
5545,5616,8389,mw_efficacy_health,2,6,28031,2023-09-27 12:05:34
5546,5617,8389,mw_comfort_breathe,2,7,28031,2023-09-27 12:05:34
5547,5618,8389,mw_access_diff,2,7,28031,2023-09-27 12:05:34
5548,5619,8389,mw_access_cost,2,7,28031,2023-09-27 12:05:34
5549,5620,8389,mw_attention_uncomfortable,2,7,28031,2023-09-27 12:05:34
5550,5621,8389,mw_efficacy_eff,2,4,28031,2023-09-27 12:05:34
5551,5622,8389,mw_comfort_hot,2,7,28031,2023-09-27 12:05:34
5552,5623,8389,mw_independence_forced,0,7,28031,2023-09-27 12:05:34
5553,5624,8389,mw_inconvenience_hassle,2,7,28031,2023-09-27 12:05:34
5554,5625,8389,mw_compensation,2,7,28031,2023-09-27 12:05:34
5555,5626,8389,mw_appearance,2,7,28031,2023-09-27 12:05:34
5556,5627,8389,mw_inconvenience_remember,0,6,28031,2023-09-27 12:05:34
5557,5628,8351,mw_comfort_breathe,2,7,28031,2023-09-27 12:16:53
5558,5629,8351,mw_attention_trust,2,7,28031,2023-09-27 12:16:53
5559,5630,8351,mw_inconvenience_hassle,1,6,28031,2023-09-27 12:16:53
5560,5631,8351,mw_attention_uncomfortable,2,7,28031,2023-09-27 12:16:53
5561,5632,8351,mw_efficacy_eff,1,5,28031,2023-09-27 12:16:53
5562,5633,8351,mw_comfort_hot,2,7,28031,2023-09-27 12:16:53
5563,5634,8351,mw_appearance,2,7,28031,2023-09-27 12:16:53
5564,5635,8351,mw_independence_forced,1,6,28031,2023-09-27 12:16:53
5565,5636,8351,mw_efficacy_health,1,6,28031,2023-09-27 12:16:53
5566,5637,8351,mw_compensation,2,7,28031,2023-09-27 12:16:53
5567,5638,8351,mw_independence_authority,2,7,28031,2023-09-27 12:16:53
5568,5639,8351,mw_access_cost,2,7,28031,2023-09-27 12:16:53
5569,5640,8351,mw_access_diff,2,7,28031,2023-09-27 12:16:53
5570,5641,8351,mw_inconvenience_remember,2,7,28031,2023-09-27 12:16:53
5571,5642,8394,mw_inconvenience_hassle,0,5,80651,2023-09-27 12:17:22
5572,5643,8394,mw_inconvenience_remember,2,6,80651,2023-09-27 12:17:22
5573,5644,8394,mw_access_diff,2,6,80651,2023-09-27 12:17:22
5574,5645,8394,mw_compensation,2,6,80651,2023-09-27 12:17:22
5575,5646,8394,mw_comfort_breathe,2,6,80651,2023-09-27 12:17:22
5576,5647,8394,mw_efficacy_eff,0,5,80651,2023-09-27 12:17:22
5577,5648,8394,mw_efficacy_health,0,5,80651,2023-09-27 12:17:22
5578,5649,8394,mw_access_cost,2,6,80651,2023-09-27 12:17:22
5579,5650,8394,mw_comfort_hot,2,6,80651,2023-09-27 12:17:22
5580,5651,8394,mw_independence_forced,0,6,80651,2023-09-27 12:17:22
5581,5652,8394,mw_independence_authority,2,5,80651,2023-09-27 12:17:22
5582,5653,8394,mw_attention_trust,2,5,80651,2023-09-27 12:17:22
5583,5654,8394,mw_appearance,2,6,80651,2023-09-27 12:17:22
5584,5655,8394,mw_attention_uncomfortable,0,5,80651,2023-09-27 12:17:22
5585,5656,8414,mw_comfort_breathe,2,5,80651,2023-09-27 12:26:20
5586,5657,8414,mw_access_diff,2,5,80651,2023-09-27 12:26:20
5587,5658,8414,mw_efficacy_eff,0,5,80651,2023-09-27 12:26:20
5588,5659,8414,mw_appearance,2,5,80651,2023-09-27 12:26:20
5589,5660,8414,mw_access_cost,2,5,80651,2023-09-27 12:26:20
5590,5661,8414,mw_compensation,2,5,80651,2023-09-27 12:26:20
5591,5662,8414,mw_attention_uncomfortable,2,5,80651,2023-09-27 12:26:20
5592,5663,8414,mw_inconvenience_remember,2,5,80651,2023-09-27 12:26:20
5593,5664,8414,mw_comfort_hot,2,5,80651,2023-09-27 12:26:20
5594,5665,8414,mw_efficacy_health,0,5,80651,2023-09-27 12:26:20
5595,5666,8414,mw_independence_forced,2,5,80651,2023-09-27 12:26:20
5596,5667,8414,mw_independence_authority,2,5,80651,2023-09-27 12:26:20
5597,5668,8414,mw_attention_trust,2,5,80651,2023-09-27 12:26:20
5598,5669,8414,mw_inconvenience_hassle,0,5,80651,2023-09-27 12:26:20
5599,5670,8336,mw_comfort_breathe,2,7,28031,2023-09-27 12:29:08
5600,5671,8336,mw_attention_uncomfortable,2,7,28031,2023-09-27 12:29:08
5601,5672,8336,mw_independence_authority,0,6,28031,2023-09-27 12:29:08
5602,5673,8336,mw_inconvenience_remember,2,7,28031,2023-09-27 12:29:08
5603,5674,8336,mw_attention_trust,2,7,28031,2023-09-27 12:29:08
5604,5675,8336,mw_inconvenience_hassle,2,7,28031,2023-09-27 12:29:08
5605,5676,8336,mw_access_diff,2,7,28031,2023-09-27 12:29:08
5606,5677,8336,mw_comfort_hot,2,7,28031,2023-09-27 12:29:08
5607,5678,8336,mw_efficacy_health,2,7,28031,2023-09-27 12:29:08
5608,5679,8336,mw_access_cost,2,7,28031,2023-09-27 12:29:08
5609,5680,8336,mw_compensation,2,4,28031,2023-09-27 12:29:08
5610,5681,8336,mw_efficacy_eff,2,4,28031,2023-09-27 12:29:08
5611,5682,8336,mw_independence_forced,0,6,28031,2023-09-27 12:29:08
5612,5683,8336,mw_appearance,2,7,28031,2023-09-27 12:29:08
5613,5684,8357,mw_comfort_breathe,2,7,28031,2023-09-27 12:31:52
5614,5685,8357,mw_attention_uncomfortable,2,7,28031,2023-09-27 12:31:52
5615,5686,8357,mw_appearance,2,7,28031,2023-09-27 12:31:52
5616,5687,8357,mw_efficacy_health,1,7,28031,2023-09-27 12:31:52
5617,5688,8357,mw_independence_authority,0,5,28031,2023-09-27 12:31:52
5618,5689,8357,mw_attention_trust,2,7,28031,2023-09-27 12:31:52
5619,5690,8357,mw_comfort_hot,2,7,28031,2023-09-27 12:31:52
5620,5691,8357,mw_efficacy_eff,1,7,28031,2023-09-27 12:31:52
5621,5692,8357,mw_independence_forced,0,5,28031,2023-09-27 12:31:52
5622,5693,8357,mw_access_cost,2,7,28031,2023-09-27 12:31:52
