"id","article_id","attribute","code","confidence","session_id","datetime"
"172","1199","mw_attention_trust","2","7","68591",NULL
"173","1199","mw_comfort_breathe","2","7","68591",NULL
"174","1199","mw_inconvenience_hassle","2","7","68591",NULL
"175","1199","mw_appearance","2","7","68591",NULL
"176","1199","mw_inconvenience_remember","2","7","68591",NULL
"177","1199","mw_compensation","2","7","68591",NULL
"178","1199","mw_efficacy_health","1","6","68591",NULL
"179","1199","mw_access_cost","2","7","68591",NULL
"180","1199","mw_access_diff","2","7","68591",NULL
"181","1199","mw_efficacy_eff","1","5","68591",NULL
"182","1199","mw_comfort_hot","2","7","68591",NULL
"183","2590","mw_independence_authority","2","7","68591",NULL
"184","2590","mw_attention_trust","2","7","68591",NULL
"185","2590","mw_comfort_breathe","2","7","68591",NULL
"186","2590","mw_independence_forced","2","7","68591",NULL
"187","2590","mw_inconvenience_hassle","2","7","68591",NULL
"188","2590","mw_appearance","2","7","68591",NULL
"189","2590","mw_inconvenience_remember","2","7","68591",NULL
"190","2590","mw_attention_uncomfortable","2","7","68591",NULL
"191","2590","mw_compensation","2","7","68591",NULL
"192","2590","mw_access_diff","2","7","68591",NULL
"193","2590","mw_efficacy_eff","1","6","68591",NULL
"194","2590","mw_access_cost","2","7","68591",NULL
"195","2590","mw_comfort_hot","2","7","68591",NULL
"196","2590","mw_efficacy_health","1","5","68591",NULL
"197","4818","mw_appearance","2","5","67834",NULL
"198","4818","mw_inconvenience_remember","0","5","67834",NULL
"199","4818","mw_inconvenience_hassle","0","5","67834",NULL
"200","4818","mw_comfort_hot","2","7","67834",NULL
"201","4818","mw_comfort_breathe","2","7","67834",NULL
"202","4818","mw_efficacy_eff","2","7","67834",NULL
"203","4818","mw_access_diff","2","6","67834",NULL
"204","4818","mw_access_cost","2","6","67834",NULL
"205","4818","mw_independence_forced","0","6","67834",NULL
"206","4818","mw_compensation","1","5","67834",NULL
"207","4818","mw_attention_trust","2","6","67834",NULL
"208","4818","mw_independence_authority","0","3","67834",NULL
"209","4818","mw_efficacy_health","2","6","67834",NULL
"210","4818","mw_attention_uncomfortable","2","6","67834",NULL
"211","3351","mw_comfort_hot","2","6","31521",NULL
"212","3351","mw_efficacy_eff","2","6","31521",NULL
"213","3351","mw_access_cost","2","5","31521",NULL
"214","3351","mw_efficacy_health","2","5","31521",NULL
"215","3351","mw_access_diff","2","7","31521",NULL
"216","3351","mw_comfort_breathe","2","5","31521",NULL
"217","3351","mw_compensation","2","6","31521",NULL
"218","3351","mw_attention_trust","0","3","31521",NULL
"219","3351","mw_inconvenience_hassle","0","6","31521",NULL
"220","3351","mw_appearance","0","3","31521",NULL
"221","3351","mw_inconvenience_remember","0","5","31521",NULL
"222","3351","mw_attention_uncomfortable","0","5","31521",NULL
"223","3351","mw_independence_forced","0","7","31521",NULL
"224","3351","mw_independence_authority","0","2","31521",NULL
"225","1507","mw_comfort_hot","2","7","95232",NULL
"226","1507","mw_independence_authority","2","7","95232",NULL
"227","1507","mw_efficacy_eff","2","6","95232",NULL
"228","1507","mw_comfort_breathe","2","7","95232",NULL
"229","1507","mw_inconvenience_hassle","2","7","95232",NULL
"230","1507","mw_appearance","2","7","95232",NULL
"231","1507","mw_independence_forced","2","7","95232",NULL
"232","1507","mw_attention_uncomfortable","2","7","95232",NULL
"233","1507","mw_attention_trust","2","7","95232",NULL
"234","1507","mw_compensation","0","2","95232",NULL
"235","1507","mw_access_diff","2","7","95232",NULL
"236","1507","mw_inconvenience_remember","2","7","95232",NULL
"237","1507","mw_efficacy_health","2","6","95232",NULL
"238","1507","mw_access_cost","2","7","95232",NULL
"239","2402","mw_independence_authority","1","3","68591",NULL
"240","2402","mw_attention_uncomfortable","2","7","68591",NULL
"241","2402","mw_independence_forced","2","7","68591",NULL
"242","2402","mw_comfort_breathe","2","7","68591",NULL
"243","2402","mw_attention_trust","2","7","68591",NULL
"244","2402","mw_inconvenience_hassle","2","7","68591",NULL
"245","2402","mw_appearance","2","7","68591",NULL
"246","2402","mw_access_cost","2","7","68591",NULL
"247","2402","mw_inconvenience_remember","2","7","68591",NULL
"248","2402","mw_compensation","2","7","68591",NULL
"249","2402","mw_access_diff","2","7","68591",NULL
"250","2402","mw_comfort_hot","2","7","68591",NULL
"251","2402","mw_efficacy_eff","1","7","68591",NULL
"252","2402","mw_efficacy_health","1","5","68591",NULL
"253","7913","mw_inconvenience_hassle","0","4","67834",NULL
"254","7913","mw_comfort_hot","2","7","67834",NULL
"255","7913","mw_compensation","1","5","67834",NULL
"256","7913","mw_comfort_breathe","2","6","67834",NULL
"257","7913","mw_appearance","2","5","67834",NULL
"258","7913","mw_attention_trust","2","6","67834",NULL
"259","7913","mw_attention_uncomfortable","2","6","67834",NULL
"260","7913","mw_inconvenience_remember","0","4","67834",NULL
"261","7913","mw_efficacy_eff","1","5","67834",NULL
"262","7913","mw_access_cost","2","5","67834",NULL
"263","7913","mw_independence_forced","0","2","67834",NULL
"264","7913","mw_independence_authority","2","3","67834",NULL
"265","7913","mw_efficacy_health","1","5","67834",NULL
"266","7913","mw_access_diff","2","5","67834",NULL
"267","5321","mw_compensation","2","7","95232",NULL
"268","5321","mw_access_cost","2","7","95232",NULL
"269","5321","mw_comfort_breathe","2","7","95232",NULL
"270","5321","mw_independence_forced","2","5","95232",NULL
"271","5321","mw_inconvenience_hassle","2","7","95232",NULL
"272","5321","mw_inconvenience_remember","1","6","95232",NULL
"273","5321","mw_appearance","2","7","95232",NULL
"274","5321","mw_attention_uncomfortable","2","7","95232",NULL
"275","5321","mw_independence_authority","2","5","95232",NULL
"276","5321","mw_attention_trust","2","7","95232",NULL
"277","5321","mw_comfort_hot","2","7","95232",NULL
"278","5321","mw_access_diff","2","7","95232",NULL
"279","5321","mw_efficacy_health","2","7","95232",NULL
"280","5321","mw_efficacy_eff","2","6","95232",NULL
"281","7660","mw_independence_forced","2","7","68591",NULL
"282","7660","mw_independence_authority","2","7","68591",NULL
"283","7660","mw_attention_uncomfortable","2","7","68591",NULL
"284","7660","mw_appearance","2","7","68591",NULL
"285","7660","mw_attention_trust","2","7","68591",NULL
"286","7660","mw_access_cost","2","7","68591",NULL
"287","7660","mw_efficacy_health","2","7","68591",NULL
"288","7660","mw_comfort_breathe","2","7","68591",NULL
"289","7660","mw_efficacy_eff","2","7","68591",NULL
"290","7660","mw_inconvenience_remember","2","7","68591",NULL
"291","7660","mw_inconvenience_hassle","2","7","68591",NULL
"292","7660","mw_compensation","2","7","68591",NULL
"293","7660","mw_access_diff","0","4","68591",NULL
"294","7660","mw_comfort_hot","2","7","68591",NULL
"295","895","mw_comfort_hot","2","7","31521",NULL
"296","895","mw_efficacy_eff","1","2","31521",NULL
"297","895","mw_comfort_breathe","2","7","31521",NULL
"298","895","mw_access_cost","0","6","31521",NULL
"299","895","mw_access_diff","0","7","31521",NULL
"300","895","mw_efficacy_health","2","3","31521",NULL
"301","895","mw_compensation","2","6","31521",NULL
"302","895","mw_inconvenience_remember","2","6","31521",NULL
"303","895","mw_inconvenience_hassle","2","3","31521",NULL
"304","895","mw_appearance","2","7","31521",NULL
"305","895","mw_attention_trust","2","6","31521",NULL
"306","895","mw_attention_uncomfortable","2","6","31521",NULL
"307","895","mw_independence_authority","2","5","31521",NULL
"308","895","mw_independence_forced","2","6","31521",NULL
"309","5565","mw_attention_uncomfortable","0","5","25524",NULL
"310","5565","mw_efficacy_eff","1","6","25524",NULL
"311","5565","mw_comfort_breathe","2","5","25524",NULL
"312","5565","mw_independence_authority","1","4","25524",NULL
"313","5565","mw_independence_forced","2","4","25524",NULL
"314","5565","mw_compensation","1","6","25524",NULL
"315","5565","mw_comfort_hot","1","5","25524",NULL
"316","5565","mw_inconvenience_hassle","1","5","25524",NULL
"317","5565","mw_inconvenience_remember","1","5","25524",NULL
"318","5565","mw_attention_trust","2","4","25524",NULL
"319","5565","mw_appearance","1","5","25524",NULL
"320","5565","mw_efficacy_health","1","5","25524",NULL
"321","5565","mw_access_cost","2","5","25524",NULL
"322","5565","mw_access_diff","2","4","25524",NULL
"323","3921","mw_access_diff","0","2","95232",NULL
"324","3921","mw_efficacy_eff","1","5","95232",NULL
"325","3921","mw_comfort_breathe","2","7","95232",NULL
"326","3921","mw_efficacy_health","1","6","95232",NULL
"327","3921","mw_comfort_hot","2","7","95232",NULL
"328","3921","mw_attention_uncomfortable","2","7","95232",NULL
"329","3921","mw_attention_trust","2","7","95232",NULL
"330","3921","mw_access_cost","2","7","95232",NULL
"331","3921","mw_independence_forced","2","7","95232",NULL
"332","3921","mw_inconvenience_hassle","2","7","95232",NULL
"333","3921","mw_inconvenience_remember","2","7","95232",NULL
"334","3921","mw_appearance","2","7","95232",NULL
"335","3921","mw_independence_authority","1","6","95232",NULL
"336","3921","mw_compensation","2","7","95232",NULL
"337","3935","mw_independence_forced","2","7","68591",NULL
"338","3935","mw_comfort_breathe","2","7","68591",NULL
"339","3935","mw_attention_trust","2","7","68591",NULL
"340","3935","mw_independence_authority","2","7","68591",NULL
"341","3935","mw_attention_uncomfortable","2","7","68591",NULL
"342","3935","mw_inconvenience_hassle","2","7","68591",NULL
"343","3935","mw_appearance","2","7","68591",NULL
"344","3935","mw_inconvenience_remember","2","7","68591",NULL
"345","3935","mw_compensation","2","7","68591",NULL
"346","3935","mw_access_cost","2","7","68591",NULL
"347","3935","mw_access_diff","2","7","68591",NULL
"348","3935","mw_efficacy_health","2","7","68591",NULL
"349","3935","mw_comfort_hot","2","7","68591",NULL
"350","3935","mw_efficacy_eff","2","7","68591",NULL
"351","5153","mw_comfort_hot","2","7","95232",NULL
"352","5153","mw_access_diff","2","7","95232",NULL
"353","5153","mw_efficacy_health","2","7","95232",NULL
"354","5153","mw_comfort_breathe","2","7","95232",NULL
"355","5153","mw_efficacy_eff","2","7","95232",NULL
"356","5153","mw_attention_uncomfortable","2","7","95232",NULL
"357","5153","mw_inconvenience_remember","2","7","95232",NULL
"358","5153","mw_independence_forced","2","5","95232",NULL
"359","5153","mw_independence_authority","2","6","95232",NULL
"360","5153","mw_access_cost","2","7","95232",NULL
"361","5153","mw_compensation","2","7","95232",NULL
"362","5153","mw_appearance","2","7","95232",NULL
"363","5153","mw_attention_trust","2","7","95232",NULL
"364","5153","mw_inconvenience_hassle","2","7","95232",NULL
"365","984","mw_attention_uncomfortable","2","7","68591",NULL
"366","984","mw_comfort_breathe","2","7","68591",NULL
"367","984","mw_independence_forced","0","5","68591",NULL
"368","984","mw_independence_authority","2","7","68591",NULL
"369","984","mw_attention_trust","2","7","68591",NULL
"370","984","mw_appearance","2","7","68591",NULL
"371","984","mw_inconvenience_remember","2","7","68591",NULL
"372","984","mw_access_cost","2","7","68591",NULL
"373","984","mw_inconvenience_hassle","2","7","68591",NULL
"374","984","mw_efficacy_health","2","6","68591",NULL
"375","984","mw_access_diff","2","7","68591",NULL
"376","984","mw_compensation","2","7","68591",NULL
"377","984","mw_comfort_hot","2","7","68591",NULL
"378","984","mw_efficacy_eff","0","4","68591",NULL
"379","4632","mw_comfort_breathe","2","7","95232",NULL
"380","4632","mw_efficacy_eff","1","6","95232",NULL
"381","4632","mw_efficacy_health","2","3","95232",NULL
"382","4632","mw_comfort_hot","2","7","95232",NULL
"383","4632","mw_access_diff","2","7","95232",NULL
"384","4632","mw_compensation","2","7","95232",NULL
"385","4632","mw_independence_forced","2","7","95232",NULL
"386","4632","mw_inconvenience_remember","2","7","95232",NULL
"387","4632","mw_attention_uncomfortable","2","7","95232",NULL
"388","4632","mw_access_cost","2","7","95232",NULL
"389","4632","mw_inconvenience_hassle","2","7","95232",NULL
"390","4632","mw_attention_trust","2","7","95232",NULL
"391","4632","mw_independence_authority","2","6","95232",NULL
"392","4632","mw_appearance","2","7","95232",NULL
"393","1567","mw_independence_authority","2","7","68591",NULL
"394","1567","mw_attention_trust","2","7","68591",NULL
"395","1567","mw_independence_forced","2","7","68591",NULL
"396","1567","mw_comfort_breathe","2","7","68591",NULL
"397","1567","mw_attention_uncomfortable","2","7","68591",NULL
"398","1567","mw_appearance","2","7","68591",NULL
"399","1567","mw_inconvenience_hassle","2","7","68591",NULL
"400","1567","mw_compensation","2","7","68591",NULL
"401","1567","mw_inconvenience_remember","2","7","68591",NULL
"402","1567","mw_access_diff","2","7","68591",NULL
"403","1567","mw_efficacy_health","2","7","68591",NULL
"404","1567","mw_efficacy_eff","2","7","68591",NULL
"405","1567","mw_comfort_hot","2","7","68591",NULL
"406","1567","mw_access_cost","2","7","68591",NULL
"407","5250","mw_attention_trust","2","7","67834",NULL
"408","5250","mw_inconvenience_remember","2","4","67834",NULL
"409","5250","mw_attention_uncomfortable","2","6","67834",NULL
"410","5250","mw_comfort_breathe","2","6","67834",NULL
"411","5250","mw_efficacy_eff","1","5","67834",NULL
"412","5250","mw_efficacy_health","1","5","67834",NULL
"413","5250","mw_independence_authority","2","6","67834",NULL
"414","5250","mw_appearance","2","5","67834",NULL
"415","5250","mw_independence_forced","0","4","67834",NULL
"416","5250","mw_access_diff","0","5","67834",NULL
"417","5250","mw_compensation","1","5","67834",NULL
"418","5250","mw_access_cost","2","4","67834",NULL
"419","5250","mw_comfort_hot","2","6","67834",NULL
"420","5250","mw_inconvenience_hassle","2","4","67834",NULL
"421","4899","mw_efficacy_eff","1","6","31521",NULL
"422","4899","mw_comfort_hot","2","5","31521",NULL
"423","4899","mw_access_cost","2","4","31521",NULL
"424","4899","mw_efficacy_health","1","6","31521",NULL
"425","4899","mw_access_diff","1","3","31521",NULL
"426","4899","mw_comfort_breathe","2","5","31521",NULL
"427","4899","mw_inconvenience_remember","1","3","31521",NULL
"428","4899","mw_compensation","1","3","31521",NULL
"429","4899","mw_appearance","2","4","31521",NULL
"430","4899","mw_inconvenience_hassle","1","3","31521",NULL
"431","4899","mw_attention_trust","1","3","31521",NULL
"432","4899","mw_independence_forced","1","6","31521",NULL
"433","4899","mw_attention_uncomfortable","1","3","31521",NULL
"434","4899","mw_independence_authority","1","6","31521",NULL
"435","3132","mw_independence_forced","0","5","68591",NULL
"436","3132","mw_comfort_breathe","2","7","68591",NULL
"437","3132","mw_attention_uncomfortable","2","7","68591",NULL
"438","3132","mw_independence_authority","2","7","68591",NULL
"439","3132","mw_attention_trust","2","7","68591",NULL
"440","3132","mw_appearance","2","7","68591",NULL
"441","3132","mw_inconvenience_remember","0","5","68591",NULL
"442","3132","mw_inconvenience_hassle","0","5","68591",NULL
"443","3132","mw_compensation","0","5","68591",NULL
"444","3132","mw_access_cost","2","7","68591",NULL
"445","3132","mw_access_diff","2","7","68591",NULL
"446","3132","mw_efficacy_health","2","7","68591",NULL
"447","3132","mw_efficacy_eff","2","7","68591",NULL
"448","3132","mw_comfort_hot","2","7","68591",NULL
"449","4256","mw_comfort_breathe","2","4","25524",NULL
"450","4256","mw_efficacy_eff","1","7","25524",NULL
"451","4256","mw_comfort_hot","1","4","25524",NULL
"452","4256","mw_inconvenience_hassle","1","4","25524",NULL
"453","4256","mw_attention_uncomfortable","1","4","25524",NULL
"454","4256","mw_access_diff","2","5","25524",NULL
"455","4256","mw_access_cost","2","5","25524",NULL
"456","4256","mw_independence_authority","1","4","25524",NULL
"457","4256","mw_attention_trust","2","2","25524",NULL
"458","4256","mw_efficacy_health","1","6","25524",NULL
"459","4256","mw_inconvenience_remember","0","5","25524",NULL
"460","4256","mw_compensation","1","6","25524",NULL
"461","4256","mw_appearance","1","4","25524",NULL
"462","4256","mw_independence_forced","0","1","25524",NULL
"463","2363","mw_independence_authority","2","7","68591",NULL
"464","2363","mw_comfort_breathe","2","7","68591",NULL
"465","2363","mw_independence_forced","2","7","68591",NULL
"466","2363","mw_attention_uncomfortable","2","7","68591",NULL
"467","2363","mw_attention_trust","2","7","68591",NULL
"468","2363","mw_appearance","2","7","68591",NULL
"469","2363","mw_inconvenience_remember","2","7","68591",NULL
"470","2363","mw_inconvenience_hassle","2","7","68591",NULL
"471","2363","mw_compensation","2","7","68591",NULL
"472","2363","mw_access_cost","2","7","68591",NULL
"473","2363","mw_access_diff","0","6","68591",NULL
"474","2363","mw_comfort_hot","2","7","68591",NULL
"475","2363","mw_efficacy_health","1","4","68591",NULL
"476","2363","mw_efficacy_eff","1","4","68591",NULL
"477","7473","mw_independence_authority","1","5","68591",NULL
"478","7473","mw_comfort_breathe","2","7","68591",NULL
"479","7473","mw_attention_trust","2","7","68591",NULL
"480","7473","mw_attention_uncomfortable","2","7","68591",NULL
"481","7473","mw_independence_forced","1","3","68591",NULL
"482","7473","mw_inconvenience_hassle","2","7","68591",NULL
"483","7473","mw_appearance","2","7","68591",NULL
"484","7473","mw_inconvenience_remember","2","7","68591",NULL
"485","7473","mw_access_cost","2","7","68591",NULL
"486","7473","mw_access_diff","2","7","68591",NULL
"487","7473","mw_compensation","2","7","68591",NULL
"488","7473","mw_comfort_hot","2","7","68591",NULL
"489","7473","mw_efficacy_health","1","2","68591",NULL
"490","7473","mw_efficacy_eff","1","5","68591",NULL
"491","7079","mw_efficacy_health","1","6","31521",NULL
"492","7079","mw_access_diff","0","7","31521",NULL
"493","7079","mw_access_cost","2","5","31521",NULL
"494","7079","mw_efficacy_eff","1","6","31521",NULL
"495","7079","mw_comfort_hot","2","7","31521",NULL
"496","7079","mw_compensation","2","3","31521",NULL
"497","7079","mw_inconvenience_remember","1","3","31521",NULL
"498","7079","mw_inconvenience_hassle","1","2","31521",NULL
"499","7079","mw_appearance","2","5","31521",NULL
"500","7079","mw_comfort_breathe","2","6","31521",NULL
"501","7079","mw_attention_trust","0","2","31521",NULL
"502","7079","mw_independence_authority","1","3","31521",NULL
"503","7079","mw_independence_forced","1","5","31521",NULL
"504","7079","mw_attention_uncomfortable","1","3","31521",NULL
"505","3313","mw_access_cost","2","7","95232",NULL
"506","3313","mw_efficacy_health","2","7","95232",NULL
"507","3313","mw_efficacy_eff","1","6","95232",NULL
"508","3313","mw_comfort_hot","2","7","95232",NULL
"509","3313","mw_comfort_breathe","2","7","95232",NULL
"510","3313","mw_access_diff","2","7","95232",NULL
"511","3313","mw_attention_uncomfortable","2","7","95232",NULL
"512","3313","mw_independence_authority","0","3","95232",NULL
"513","3313","mw_attention_trust","2","7","95232",NULL
"514","3313","mw_compensation","2","7","95232",NULL
"515","3313","mw_inconvenience_remember","0","6","95232",NULL
"516","3313","mw_appearance","2","7","95232",NULL
"517","3313","mw_independence_forced","0","3","95232",NULL
"518","3313","mw_inconvenience_hassle","0","3","95232",NULL
"519","7618","mw_comfort_breathe","2","5","67834",NULL
"520","7618","mw_independence_forced","0","5","67834",NULL
"521","7618","mw_efficacy_health","0","4","67834",NULL
"522","7618","mw_attention_trust","2","6","67834",NULL
"523","7618","mw_attention_uncomfortable","2","4","67834",NULL
"524","7618","mw_access_diff","2","5","67834",NULL
"525","7618","mw_compensation","2","2","67834",NULL
"526","7618","mw_independence_authority","0","5","67834",NULL
"527","7618","mw_efficacy_eff","0","3","67834",NULL
"528","7618","mw_inconvenience_remember","0","6","67834",NULL
"529","7618","mw_access_cost","2","7","67834",NULL
"530","7618","mw_comfort_hot","2","5","67834",NULL
"531","7618","mw_inconvenience_hassle","0","5","67834",NULL
"532","7618","mw_appearance","2","5","67834",NULL
"533","5790","mw_independence_authority","2","7","68591",NULL
"534","5790","mw_attention_trust","2","7","68591",NULL
"535","5790","mw_comfort_breathe","2","7","68591",NULL
"536","5790","mw_attention_uncomfortable","2","7","68591",NULL
"537","5790","mw_inconvenience_hassle","1","4","68591",NULL
"538","5790","mw_independence_forced","2","7","68591",NULL
"539","5790","mw_inconvenience_remember","1","4","68591",NULL
"540","5790","mw_appearance","2","7","68591",NULL
"541","5790","mw_compensation","0","6","68591",NULL
"542","5790","mw_efficacy_health","2","7","68591",NULL
"543","5790","mw_access_cost","2","7","68591",NULL
"544","5790","mw_access_diff","2","7","68591",NULL
"545","5790","mw_efficacy_eff","2","7","68591",NULL
"546","5790","mw_comfort_hot","2","7","68591",NULL
"547","7449","mw_independence_authority","2","7","68591",NULL
"548","7449","mw_attention_uncomfortable","2","6","68591",NULL
"549","7449","mw_attention_trust","2","7","68591",NULL
"550","7449","mw_independence_forced","2","7","68591",NULL
"551","7449","mw_comfort_breathe","2","7","68591",NULL
"552","7449","mw_appearance","2","7","68591",NULL
"553","7449","mw_inconvenience_hassle","1","6","68591",NULL
"554","7449","mw_inconvenience_remember","2","7","68591",NULL
"555","7449","mw_compensation","2","7","68591",NULL
"556","7449","mw_access_cost","2","7","68591",NULL
"557","7449","mw_access_diff","2","7","68591",NULL
"558","7449","mw_efficacy_eff","1","7","68591",NULL
"559","7449","mw_comfort_hot","2","7","68591",NULL
"560","7449","mw_efficacy_health","1","6","68591",NULL
"561","1366","mw_compensation","1","5","25524",NULL
"562","1366","mw_attention_uncomfortable","1","5","25524",NULL
"563","1366","mw_inconvenience_hassle","1","4","25524",NULL
"564","1366","mw_access_cost","0","4","25524",NULL
"565","1366","mw_comfort_breathe","2","5","25524",NULL
"566","1366","mw_access_diff","1","4","25524",NULL
"567","1366","mw_efficacy_eff","1","6","25524",NULL
"568","1366","mw_attention_trust","1","5","25524",NULL
"569","1366","mw_efficacy_health","1","6","25524",NULL
"570","1366","mw_independence_authority","0","5","25524",NULL
"571","1366","mw_appearance","1","4","25524",NULL
"572","1366","mw_comfort_hot","2","5","25524",NULL
"573","1366","mw_independence_forced","0","4","25524",NULL
"574","1366","mw_inconvenience_remember","1","5","25524",NULL
"575","6480","mw_comfort_hot","2","7","31521",NULL
"576","6480","mw_efficacy_eff","1","7","31521",NULL
"577","6480","mw_access_diff","1","3","31521",NULL
"578","6480","mw_access_cost","2","5","31521",NULL
"579","6480","mw_comfort_breathe","2","7","31521",NULL
"580","6480","mw_compensation","1","3","31521",NULL
"581","6480","mw_inconvenience_hassle","1","5","31521",NULL
"582","6480","mw_efficacy_health","1","7","31521",NULL
"583","6480","mw_inconvenience_remember","2","4","31521",NULL
"584","6480","mw_attention_trust","1","5","31521",NULL
"585","6480","mw_appearance","2","4","31521",NULL
"586","6480","mw_independence_authority","1","5","31521",NULL
"587","6480","mw_independence_forced","1","3","31521",NULL
"588","6480","mw_attention_uncomfortable","1","6","31521",NULL
"589","7125","mw_access_cost","2","7","95232",NULL
"590","7125","mw_access_diff","2","7","95232",NULL
"591","7125","mw_efficacy_health","2","7","95232",NULL
