,article_id,attribute,code,confidence,session_id,datetime,native_id,text
17,6093,mw_inconvenience_hassle,2,7,68591,,1615498552,"WALLACE: Then there are the issue of masks, which we touched on before and we are seeing growing confrontations. For instance, in stores where customers say you've got to wear a mask and some customers say you are violating my rights. Here's an example of that."
18,6093,mw_attention_trust,2,7,68591,,1615498552,"WALLACE: Then there are the issue of masks, which we touched on before and we are seeing growing confrontations. For instance, in stores where customers say you've got to wear a mask and some customers say you are violating my rights. Here's an example of that."
19,6093,mw_independence_authority,0,5,68591,,1615498552,"WALLACE: Then there are the issue of masks, which we touched on before and we are seeing growing confrontations. For instance, in stores where customers say you've got to wear a mask and some customers say you are violating my rights. Here's an example of that."
20,6093,mw_appearance,2,7,68591,,1615498552,"WALLACE: Then there are the issue of masks, which we touched on before and we are seeing growing confrontations. For instance, in stores where customers say you've got to wear a mask and some customers say you are violating my rights. Here's an example of that."
21,6093,mw_access_diff,2,7,68591,,1615498552,"WALLACE: Then there are the issue of masks, which we touched on before and we are seeing growing confrontations. For instance, in stores where customers say you've got to wear a mask and some customers say you are violating my rights. Here's an example of that."
22,6093,mw_access_cost,2,7,68591,,1615498552,"WALLACE: Then there are the issue of masks, which we touched on before and we are seeing growing confrontations. For instance, in stores where customers say you've got to wear a mask and some customers say you are violating my rights. Here's an example of that."
23,6093,mw_efficacy_eff,2,7,68591,,1615498552,"WALLACE: Then there are the issue of masks, which we touched on before and we are seeing growing confrontations. For instance, in stores where customers say you've got to wear a mask and some customers say you are violating my rights. Here's an example of that."
24,6093,mw_inconvenience_remember,0,4,68591,,1615498552,"WALLACE: Then there are the issue of masks, which we touched on before and we are seeing growing confrontations. For instance, in stores where customers say you've got to wear a mask and some customers say you are violating my rights. Here's an example of that."
25,6093,mw_compensation,2,7,68591,,1615498552,"WALLACE: Then there are the issue of masks, which we touched on before and we are seeing growing confrontations. For instance, in stores where customers say you've got to wear a mask and some customers say you are violating my rights. Here's an example of that."
26,6093,mw_efficacy_health,2,7,68591,,1615498552,"WALLACE: Then there are the issue of masks, which we touched on before and we are seeing growing confrontations. For instance, in stores where customers say you've got to wear a mask and some customers say you are violating my rights. Here's an example of that."
27,6093,mw_comfort_hot,2,7,68591,,1615498552,"WALLACE: Then there are the issue of masks, which we touched on before and we are seeing growing confrontations. For instance, in stores where customers say you've got to wear a mask and some customers say you are violating my rights. Here's an example of that."
28,7938,mw_comfort_hot,2,7,31521,,1603766582,President Donald Trump on Monday said at the White House that Americans had learned a lot about wearing masks to prevent the spread of the coronavirus.
29,7938,mw_access_diff,2,7,31521,,1603766582,President Donald Trump on Monday said at the White House that Americans had learned a lot about wearing masks to prevent the spread of the coronavirus.
30,7938,mw_efficacy_eff,1,6,31521,,1603766582,President Donald Trump on Monday said at the White House that Americans had learned a lot about wearing masks to prevent the spread of the coronavirus.
31,7938,mw_access_cost,2,7,31521,,1603766582,President Donald Trump on Monday said at the White House that Americans had learned a lot about wearing masks to prevent the spread of the coronavirus.
32,7938,mw_comfort_breathe,2,7,31521,,1603766582,President Donald Trump on Monday said at the White House that Americans had learned a lot about wearing masks to prevent the spread of the coronavirus.
33,7938,mw_compensation,2,6,31521,,1603766582,President Donald Trump on Monday said at the White House that Americans had learned a lot about wearing masks to prevent the spread of the coronavirus.
34,7938,mw_efficacy_health,1,7,31521,,1603766582,President Donald Trump on Monday said at the White House that Americans had learned a lot about wearing masks to prevent the spread of the coronavirus.
35,7938,mw_inconvenience_remember,2,5,31521,,1603766582,President Donald Trump on Monday said at the White House that Americans had learned a lot about wearing masks to prevent the spread of the coronavirus.
36,7938,mw_appearance,2,5,31521,,1603766582,President Donald Trump on Monday said at the White House that Americans had learned a lot about wearing masks to prevent the spread of the coronavirus.
37,7938,mw_attention_trust,1,3,31521,,1603766582,President Donald Trump on Monday said at the White House that Americans had learned a lot about wearing masks to prevent the spread of the coronavirus.
38,7938,mw_inconvenience_hassle,1,3,31521,,1603766582,President Donald Trump on Monday said at the White House that Americans had learned a lot about wearing masks to prevent the spread of the coronavirus.
39,7938,mw_independence_authority,1,3,31521,,1603766582,President Donald Trump on Monday said at the White House that Americans had learned a lot about wearing masks to prevent the spread of the coronavirus.
40,7938,mw_attention_uncomfortable,1,2,31521,,1603766582,President Donald Trump on Monday said at the White House that Americans had learned a lot about wearing masks to prevent the spread of the coronavirus.
41,7938,mw_independence_forced,1,3,31521,,1603766582,President Donald Trump on Monday said at the White House that Americans had learned a lot about wearing masks to prevent the spread of the coronavirus.
42,3351,mw_comfort_hot,2,6,31521,,1618255225,"But she predicted that mask requirements would keep some people away. Heather Abbott Vogel, an agent at Destinations in Florida Travel, agreed."
43,3351,mw_efficacy_eff,2,6,31521,,1618255225,"But she predicted that mask requirements would keep some people away. Heather Abbott Vogel, an agent at Destinations in Florida Travel, agreed."
44,3351,mw_access_cost,2,5,31521,,1618255225,"But she predicted that mask requirements would keep some people away. Heather Abbott Vogel, an agent at Destinations in Florida Travel, agreed."
45,3351,mw_efficacy_health,2,5,31521,,1618255225,"But she predicted that mask requirements would keep some people away. Heather Abbott Vogel, an agent at Destinations in Florida Travel, agreed."
46,3351,mw_access_diff,2,7,31521,,1618255225,"But she predicted that mask requirements would keep some people away. Heather Abbott Vogel, an agent at Destinations in Florida Travel, agreed."
47,3351,mw_comfort_breathe,2,5,31521,,1618255225,"But she predicted that mask requirements would keep some people away. Heather Abbott Vogel, an agent at Destinations in Florida Travel, agreed."
48,3351,mw_compensation,2,6,31521,,1618255225,"But she predicted that mask requirements would keep some people away. Heather Abbott Vogel, an agent at Destinations in Florida Travel, agreed."
49,3351,mw_attention_trust,0,3,31521,,1618255225,"But she predicted that mask requirements would keep some people away. Heather Abbott Vogel, an agent at Destinations in Florida Travel, agreed."
50,3351,mw_inconvenience_hassle,0,6,31521,,1618255225,"But she predicted that mask requirements would keep some people away. Heather Abbott Vogel, an agent at Destinations in Florida Travel, agreed."
51,3351,mw_appearance,0,3,31521,,1618255225,"But she predicted that mask requirements would keep some people away. Heather Abbott Vogel, an agent at Destinations in Florida Travel, agreed."
52,3351,mw_inconvenience_remember,0,5,31521,,1618255225,"But she predicted that mask requirements would keep some people away. Heather Abbott Vogel, an agent at Destinations in Florida Travel, agreed."
53,3351,mw_attention_uncomfortable,0,5,31521,,1618255225,"But she predicted that mask requirements would keep some people away. Heather Abbott Vogel, an agent at Destinations in Florida Travel, agreed."
54,3351,mw_independence_forced,0,7,31521,,1618255225,"But she predicted that mask requirements would keep some people away. Heather Abbott Vogel, an agent at Destinations in Florida Travel, agreed."
55,3351,mw_independence_authority,0,2,31521,,1618255225,"But she predicted that mask requirements would keep some people away. Heather Abbott Vogel, an agent at Destinations in Florida Travel, agreed."
56,2402,mw_independence_authority,1,3,68591,,1600108777,"The C.D.C.’s director, Dr. Robert R. Redfield, and other leaders of the agency have had almost no public platform during the pandemic, with Dr. Deborah L. Birx, an infectious diseases expert coordinating the White House’s coronavirus response, and Dr. Anthony S. Fauci, another member of the coronavirus task force who is the longtime director of the National Institute of Allergy and Infectious Diseases, handling most of the public speaking on the federal public health response, usually at briefings dominated by Mr. Trump. After the C.D.C. recommended the public wear masks, Mr. Trump said he probably would not do so, even as he announced the guidelines."
57,2402,mw_attention_uncomfortable,2,7,68591,,1600108777,"The C.D.C.’s director, Dr. Robert R. Redfield, and other leaders of the agency have had almost no public platform during the pandemic, with Dr. Deborah L. Birx, an infectious diseases expert coordinating the White House’s coronavirus response, and Dr. Anthony S. Fauci, another member of the coronavirus task force who is the longtime director of the National Institute of Allergy and Infectious Diseases, handling most of the public speaking on the federal public health response, usually at briefings dominated by Mr. Trump. After the C.D.C. recommended the public wear masks, Mr. Trump said he probably would not do so, even as he announced the guidelines."
58,2402,mw_independence_forced,2,7,68591,,1600108777,"The C.D.C.’s director, Dr. Robert R. Redfield, and other leaders of the agency have had almost no public platform during the pandemic, with Dr. Deborah L. Birx, an infectious diseases expert coordinating the White House’s coronavirus response, and Dr. Anthony S. Fauci, another member of the coronavirus task force who is the longtime director of the National Institute of Allergy and Infectious Diseases, handling most of the public speaking on the federal public health response, usually at briefings dominated by Mr. Trump. After the C.D.C. recommended the public wear masks, Mr. Trump said he probably would not do so, even as he announced the guidelines."
59,2402,mw_comfort_breathe,2,7,68591,,1600108777,"The C.D.C.’s director, Dr. Robert R. Redfield, and other leaders of the agency have had almost no public platform during the pandemic, with Dr. Deborah L. Birx, an infectious diseases expert coordinating the White House’s coronavirus response, and Dr. Anthony S. Fauci, another member of the coronavirus task force who is the longtime director of the National Institute of Allergy and Infectious Diseases, handling most of the public speaking on the federal public health response, usually at briefings dominated by Mr. Trump. After the C.D.C. recommended the public wear masks, Mr. Trump said he probably would not do so, even as he announced the guidelines."
60,2402,mw_attention_trust,2,7,68591,,1600108777,"The C.D.C.’s director, Dr. Robert R. Redfield, and other leaders of the agency have had almost no public platform during the pandemic, with Dr. Deborah L. Birx, an infectious diseases expert coordinating the White House’s coronavirus response, and Dr. Anthony S. Fauci, another member of the coronavirus task force who is the longtime director of the National Institute of Allergy and Infectious Diseases, handling most of the public speaking on the federal public health response, usually at briefings dominated by Mr. Trump. After the C.D.C. recommended the public wear masks, Mr. Trump said he probably would not do so, even as he announced the guidelines."
61,2402,mw_inconvenience_hassle,2,7,68591,,1600108777,"The C.D.C.’s director, Dr. Robert R. Redfield, and other leaders of the agency have had almost no public platform during the pandemic, with Dr. Deborah L. Birx, an infectious diseases expert coordinating the White House’s coronavirus response, and Dr. Anthony S. Fauci, another member of the coronavirus task force who is the longtime director of the National Institute of Allergy and Infectious Diseases, handling most of the public speaking on the federal public health response, usually at briefings dominated by Mr. Trump. After the C.D.C. recommended the public wear masks, Mr. Trump said he probably would not do so, even as he announced the guidelines."
62,2402,mw_appearance,2,7,68591,,1600108777,"The C.D.C.’s director, Dr. Robert R. Redfield, and other leaders of the agency have had almost no public platform during the pandemic, with Dr. Deborah L. Birx, an infectious diseases expert coordinating the White House’s coronavirus response, and Dr. Anthony S. Fauci, another member of the coronavirus task force who is the longtime director of the National Institute of Allergy and Infectious Diseases, handling most of the public speaking on the federal public health response, usually at briefings dominated by Mr. Trump. After the C.D.C. recommended the public wear masks, Mr. Trump said he probably would not do so, even as he announced the guidelines."
63,2402,mw_access_cost,2,7,68591,,1600108777,"The C.D.C.’s director, Dr. Robert R. Redfield, and other leaders of the agency have had almost no public platform during the pandemic, with Dr. Deborah L. Birx, an infectious diseases expert coordinating the White House’s coronavirus response, and Dr. Anthony S. Fauci, another member of the coronavirus task force who is the longtime director of the National Institute of Allergy and Infectious Diseases, handling most of the public speaking on the federal public health response, usually at briefings dominated by Mr. Trump. After the C.D.C. recommended the public wear masks, Mr. Trump said he probably would not do so, even as he announced the guidelines."
64,2402,mw_inconvenience_remember,2,7,68591,,1600108777,"The C.D.C.’s director, Dr. Robert R. Redfield, and other leaders of the agency have had almost no public platform during the pandemic, with Dr. Deborah L. Birx, an infectious diseases expert coordinating the White House’s coronavirus response, and Dr. Anthony S. Fauci, another member of the coronavirus task force who is the longtime director of the National Institute of Allergy and Infectious Diseases, handling most of the public speaking on the federal public health response, usually at briefings dominated by Mr. Trump. After the C.D.C. recommended the public wear masks, Mr. Trump said he probably would not do so, even as he announced the guidelines."
65,2402,mw_compensation,2,7,68591,,1600108777,"The C.D.C.’s director, Dr. Robert R. Redfield, and other leaders of the agency have had almost no public platform during the pandemic, with Dr. Deborah L. Birx, an infectious diseases expert coordinating the White House’s coronavirus response, and Dr. Anthony S. Fauci, another member of the coronavirus task force who is the longtime director of the National Institute of Allergy and Infectious Diseases, handling most of the public speaking on the federal public health response, usually at briefings dominated by Mr. Trump. After the C.D.C. recommended the public wear masks, Mr. Trump said he probably would not do so, even as he announced the guidelines."
66,2402,mw_access_diff,2,7,68591,,1600108777,"The C.D.C.’s director, Dr. Robert R. Redfield, and other leaders of the agency have had almost no public platform during the pandemic, with Dr. Deborah L. Birx, an infectious diseases expert coordinating the White House’s coronavirus response, and Dr. Anthony S. Fauci, another member of the coronavirus task force who is the longtime director of the National Institute of Allergy and Infectious Diseases, handling most of the public speaking on the federal public health response, usually at briefings dominated by Mr. Trump. After the C.D.C. recommended the public wear masks, Mr. Trump said he probably would not do so, even as he announced the guidelines."
67,2402,mw_comfort_hot,2,7,68591,,1600108777,"The C.D.C.’s director, Dr. Robert R. Redfield, and other leaders of the agency have had almost no public platform during the pandemic, with Dr. Deborah L. Birx, an infectious diseases expert coordinating the White House’s coronavirus response, and Dr. Anthony S. Fauci, another member of the coronavirus task force who is the longtime director of the National Institute of Allergy and Infectious Diseases, handling most of the public speaking on the federal public health response, usually at briefings dominated by Mr. Trump. After the C.D.C. recommended the public wear masks, Mr. Trump said he probably would not do so, even as he announced the guidelines."
68,2402,mw_efficacy_eff,1,7,68591,,1600108777,"The C.D.C.’s director, Dr. Robert R. Redfield, and other leaders of the agency have had almost no public platform during the pandemic, with Dr. Deborah L. Birx, an infectious diseases expert coordinating the White House’s coronavirus response, and Dr. Anthony S. Fauci, another member of the coronavirus task force who is the longtime director of the National Institute of Allergy and Infectious Diseases, handling most of the public speaking on the federal public health response, usually at briefings dominated by Mr. Trump. After the C.D.C. recommended the public wear masks, Mr. Trump said he probably would not do so, even as he announced the guidelines."
69,2402,mw_efficacy_health,1,5,68591,,1600108777,"The C.D.C.’s director, Dr. Robert R. Redfield, and other leaders of the agency have had almost no public platform during the pandemic, with Dr. Deborah L. Birx, an infectious diseases expert coordinating the White House’s coronavirus response, and Dr. Anthony S. Fauci, another member of the coronavirus task force who is the longtime director of the National Institute of Allergy and Infectious Diseases, handling most of the public speaking on the federal public health response, usually at briefings dominated by Mr. Trump. After the C.D.C. recommended the public wear masks, Mr. Trump said he probably would not do so, even as he announced the guidelines."
70,5321,mw_compensation,2,7,95232,,1595880580,"      In an email, San Francisco Police Chief Bill Scott reportedly told officers, ""Thin Blue Line masks shall not be worn by our on-duty members."" "
71,5321,mw_access_cost,2,7,95232,,1595880580,"      In an email, San Francisco Police Chief Bill Scott reportedly told officers, ""Thin Blue Line masks shall not be worn by our on-duty members."" "
72,5321,mw_comfort_breathe,2,7,95232,,1595880580,"      In an email, San Francisco Police Chief Bill Scott reportedly told officers, ""Thin Blue Line masks shall not be worn by our on-duty members."" "
73,5321,mw_independence_forced,2,5,95232,,1595880580,"      In an email, San Francisco Police Chief Bill Scott reportedly told officers, ""Thin Blue Line masks shall not be worn by our on-duty members."" "
74,5321,mw_inconvenience_hassle,2,7,95232,,1595880580,"      In an email, San Francisco Police Chief Bill Scott reportedly told officers, ""Thin Blue Line masks shall not be worn by our on-duty members."" "
75,5321,mw_inconvenience_remember,1,6,95232,,1595880580,"      In an email, San Francisco Police Chief Bill Scott reportedly told officers, ""Thin Blue Line masks shall not be worn by our on-duty members."" "
76,5321,mw_appearance,2,7,95232,,1595880580,"      In an email, San Francisco Police Chief Bill Scott reportedly told officers, ""Thin Blue Line masks shall not be worn by our on-duty members."" "
77,5321,mw_attention_uncomfortable,2,7,95232,,1595880580,"      In an email, San Francisco Police Chief Bill Scott reportedly told officers, ""Thin Blue Line masks shall not be worn by our on-duty members."" "
78,5321,mw_independence_authority,2,5,95232,,1595880580,"      In an email, San Francisco Police Chief Bill Scott reportedly told officers, ""Thin Blue Line masks shall not be worn by our on-duty members."" "
79,5321,mw_attention_trust,2,7,95232,,1595880580,"      In an email, San Francisco Police Chief Bill Scott reportedly told officers, ""Thin Blue Line masks shall not be worn by our on-duty members."" "
80,5321,mw_comfort_hot,2,7,95232,,1595880580,"      In an email, San Francisco Police Chief Bill Scott reportedly told officers, ""Thin Blue Line masks shall not be worn by our on-duty members."" "
81,5321,mw_access_diff,2,7,95232,,1595880580,"      In an email, San Francisco Police Chief Bill Scott reportedly told officers, ""Thin Blue Line masks shall not be worn by our on-duty members."" "
82,5321,mw_efficacy_health,2,7,95232,,1595880580,"      In an email, San Francisco Police Chief Bill Scott reportedly told officers, ""Thin Blue Line masks shall not be worn by our on-duty members."" "
83,5321,mw_efficacy_eff,2,6,95232,,1595880580,"      In an email, San Francisco Police Chief Bill Scott reportedly told officers, ""Thin Blue Line masks shall not be worn by our on-duty members."" "
84,1567,mw_independence_authority,2,7,68591,,1583651798,"Skip the swimmer’s remedy. Swimmers and scuba divers have a regular trick to keep glasses from fogging. They spit into their goggles or masks and rub it around. But given that we’re dealing with a respiratory virus and trying to stop the spread of germs, spitting on your glasses is not advised during a pandemic."
85,1567,mw_attention_trust,2,7,68591,,1583651798,"Skip the swimmer’s remedy. Swimmers and scuba divers have a regular trick to keep glasses from fogging. They spit into their goggles or masks and rub it around. But given that we’re dealing with a respiratory virus and trying to stop the spread of germs, spitting on your glasses is not advised during a pandemic."
86,1567,mw_independence_forced,2,7,68591,,1583651798,"Skip the swimmer’s remedy. Swimmers and scuba divers have a regular trick to keep glasses from fogging. They spit into their goggles or masks and rub it around. But given that we’re dealing with a respiratory virus and trying to stop the spread of germs, spitting on your glasses is not advised during a pandemic."
87,1567,mw_comfort_breathe,2,7,68591,,1583651798,"Skip the swimmer’s remedy. Swimmers and scuba divers have a regular trick to keep glasses from fogging. They spit into their goggles or masks and rub it around. But given that we’re dealing with a respiratory virus and trying to stop the spread of germs, spitting on your glasses is not advised during a pandemic."
88,1567,mw_attention_uncomfortable,2,7,68591,,1583651798,"Skip the swimmer’s remedy. Swimmers and scuba divers have a regular trick to keep glasses from fogging. They spit into their goggles or masks and rub it around. But given that we’re dealing with a respiratory virus and trying to stop the spread of germs, spitting on your glasses is not advised during a pandemic."
89,1567,mw_appearance,2,7,68591,,1583651798,"Skip the swimmer’s remedy. Swimmers and scuba divers have a regular trick to keep glasses from fogging. They spit into their goggles or masks and rub it around. But given that we’re dealing with a respiratory virus and trying to stop the spread of germs, spitting on your glasses is not advised during a pandemic."
90,1567,mw_inconvenience_hassle,2,7,68591,,1583651798,"Skip the swimmer’s remedy. Swimmers and scuba divers have a regular trick to keep glasses from fogging. They spit into their goggles or masks and rub it around. But given that we’re dealing with a respiratory virus and trying to stop the spread of germs, spitting on your glasses is not advised during a pandemic."
91,1567,mw_compensation,2,7,68591,,1583651798,"Skip the swimmer’s remedy. Swimmers and scuba divers have a regular trick to keep glasses from fogging. They spit into their goggles or masks and rub it around. But given that we’re dealing with a respiratory virus and trying to stop the spread of germs, spitting on your glasses is not advised during a pandemic."
92,1567,mw_inconvenience_remember,2,7,68591,,1583651798,"Skip the swimmer’s remedy. Swimmers and scuba divers have a regular trick to keep glasses from fogging. They spit into their goggles or masks and rub it around. But given that we’re dealing with a respiratory virus and trying to stop the spread of germs, spitting on your glasses is not advised during a pandemic."
93,1567,mw_access_diff,2,7,68591,,1583651798,"Skip the swimmer’s remedy. Swimmers and scuba divers have a regular trick to keep glasses from fogging. They spit into their goggles or masks and rub it around. But given that we’re dealing with a respiratory virus and trying to stop the spread of germs, spitting on your glasses is not advised during a pandemic."
94,1567,mw_efficacy_health,2,7,68591,,1583651798,"Skip the swimmer’s remedy. Swimmers and scuba divers have a regular trick to keep glasses from fogging. They spit into their goggles or masks and rub it around. But given that we’re dealing with a respiratory virus and trying to stop the spread of germs, spitting on your glasses is not advised during a pandemic."
95,1567,mw_efficacy_eff,2,7,68591,,1583651798,"Skip the swimmer’s remedy. Swimmers and scuba divers have a regular trick to keep glasses from fogging. They spit into their goggles or masks and rub it around. But given that we’re dealing with a respiratory virus and trying to stop the spread of germs, spitting on your glasses is not advised during a pandemic."
96,1567,mw_comfort_hot,2,7,68591,,1583651798,"Skip the swimmer’s remedy. Swimmers and scuba divers have a regular trick to keep glasses from fogging. They spit into their goggles or masks and rub it around. But given that we’re dealing with a respiratory virus and trying to stop the spread of germs, spitting on your glasses is not advised during a pandemic."
97,1567,mw_access_cost,2,7,68591,,1583651798,"Skip the swimmer’s remedy. Swimmers and scuba divers have a regular trick to keep glasses from fogging. They spit into their goggles or masks and rub it around. But given that we’re dealing with a respiratory virus and trying to stop the spread of germs, spitting on your glasses is not advised during a pandemic."
98,3132,mw_independence_forced,0,5,68591,,1613895901,"Most other shoppers, he said, weren’t wearing masks or following floor markings guiding traffic through the store, though he said most did make efforts to keep their distance."
99,3132,mw_comfort_breathe,2,7,68591,,1613895901,"Most other shoppers, he said, weren’t wearing masks or following floor markings guiding traffic through the store, though he said most did make efforts to keep their distance."
100,3132,mw_attention_uncomfortable,2,7,68591,,1613895901,"Most other shoppers, he said, weren’t wearing masks or following floor markings guiding traffic through the store, though he said most did make efforts to keep their distance."
101,3132,mw_independence_authority,2,7,68591,,1613895901,"Most other shoppers, he said, weren’t wearing masks or following floor markings guiding traffic through the store, though he said most did make efforts to keep their distance."
102,3132,mw_attention_trust,2,7,68591,,1613895901,"Most other shoppers, he said, weren’t wearing masks or following floor markings guiding traffic through the store, though he said most did make efforts to keep their distance."
103,3132,mw_appearance,2,7,68591,,1613895901,"Most other shoppers, he said, weren’t wearing masks or following floor markings guiding traffic through the store, though he said most did make efforts to keep their distance."
104,3132,mw_inconvenience_remember,0,5,68591,,1613895901,"Most other shoppers, he said, weren’t wearing masks or following floor markings guiding traffic through the store, though he said most did make efforts to keep their distance."
105,3132,mw_inconvenience_hassle,0,5,68591,,1613895901,"Most other shoppers, he said, weren’t wearing masks or following floor markings guiding traffic through the store, though he said most did make efforts to keep their distance."
106,3132,mw_compensation,0,5,68591,,1613895901,"Most other shoppers, he said, weren’t wearing masks or following floor markings guiding traffic through the store, though he said most did make efforts to keep their distance."
107,3132,mw_access_cost,2,7,68591,,1613895901,"Most other shoppers, he said, weren’t wearing masks or following floor markings guiding traffic through the store, though he said most did make efforts to keep their distance."
108,3132,mw_access_diff,2,7,68591,,1613895901,"Most other shoppers, he said, weren’t wearing masks or following floor markings guiding traffic through the store, though he said most did make efforts to keep their distance."
109,3132,mw_efficacy_health,2,7,68591,,1613895901,"Most other shoppers, he said, weren’t wearing masks or following floor markings guiding traffic through the store, though he said most did make efforts to keep their distance."
110,3132,mw_efficacy_eff,2,7,68591,,1613895901,"Most other shoppers, he said, weren’t wearing masks or following floor markings guiding traffic through the store, though he said most did make efforts to keep their distance."
111,3132,mw_comfort_hot,2,7,68591,,1613895901,"Most other shoppers, he said, weren’t wearing masks or following floor markings guiding traffic through the store, though he said most did make efforts to keep their distance."
112,7473,mw_independence_authority,1,5,68591,,1565812566,Carson was also asked to update Breitbart listeners about masks and testing.
113,7473,mw_comfort_breathe,2,7,68591,,1565812566,Carson was also asked to update Breitbart listeners about masks and testing.
114,7473,mw_attention_trust,2,7,68591,,1565812566,Carson was also asked to update Breitbart listeners about masks and testing.
115,7473,mw_attention_uncomfortable,2,7,68591,,1565812566,Carson was also asked to update Breitbart listeners about masks and testing.
116,7473,mw_independence_forced,1,3,68591,,1565812566,Carson was also asked to update Breitbart listeners about masks and testing.
117,7473,mw_inconvenience_hassle,2,7,68591,,1565812566,Carson was also asked to update Breitbart listeners about masks and testing.
118,7473,mw_appearance,2,7,68591,,1565812566,Carson was also asked to update Breitbart listeners about masks and testing.
119,7473,mw_inconvenience_remember,2,7,68591,,1565812566,Carson was also asked to update Breitbart listeners about masks and testing.
120,7473,mw_access_cost,2,7,68591,,1565812566,Carson was also asked to update Breitbart listeners about masks and testing.
121,7473,mw_access_diff,2,7,68591,,1565812566,Carson was also asked to update Breitbart listeners about masks and testing.
122,7473,mw_compensation,2,7,68591,,1565812566,Carson was also asked to update Breitbart listeners about masks and testing.
123,7473,mw_comfort_hot,2,7,68591,,1565812566,Carson was also asked to update Breitbart listeners about masks and testing.
124,7473,mw_efficacy_health,1,2,68591,,1565812566,Carson was also asked to update Breitbart listeners about masks and testing.
125,7473,mw_efficacy_eff,1,5,68591,,1565812566,Carson was also asked to update Breitbart listeners about masks and testing.
126,1405,mw_comfort_breathe,2,7,31521,,1578219177,"As a result, millions of masks, thousands ventilators and other equipment have sat on factory floors for days or weeks, waiting for clearance. Planes chartered to take gear to the United States have waited, empty, at Chinese airports."
127,1405,mw_access_diff,0,5,31521,,1578219177,"As a result, millions of masks, thousands ventilators and other equipment have sat on factory floors for days or weeks, waiting for clearance. Planes chartered to take gear to the United States have waited, empty, at Chinese airports."
128,1405,mw_efficacy_health,2,3,31521,,1578219177,"As a result, millions of masks, thousands ventilators and other equipment have sat on factory floors for days or weeks, waiting for clearance. Planes chartered to take gear to the United States have waited, empty, at Chinese airports."
129,1405,mw_efficacy_eff,2,3,31521,,1578219177,"As a result, millions of masks, thousands ventilators and other equipment have sat on factory floors for days or weeks, waiting for clearance. Planes chartered to take gear to the United States have waited, empty, at Chinese airports."
