,id_x,article_id,attribute,code,confidence,session_id,id_y,post
24,95,2338,mw_access_diff,0,5,68591,2338,"The best-performing designs were a mask constructed of two layers of high-quality, heavyweight “quilter’s cotton,” a two-layer mask made with thick batik fabric, and a double-layer mask with an inner layer of flannel and outer layer of cotton."
25,96,2338,mw_efficacy_health,2,7,68591,2338,"The best-performing designs were a mask constructed of two layers of high-quality, heavyweight “quilter’s cotton,” a two-layer mask made with thick batik fabric, and a double-layer mask with an inner layer of flannel and outer layer of cotton."
26,97,2338,mw_access_cost,2,7,68591,2338,"The best-performing designs were a mask constructed of two layers of high-quality, heavyweight “quilter’s cotton,” a two-layer mask made with thick batik fabric, and a double-layer mask with an inner layer of flannel and outer layer of cotton."
27,98,2338,mw_efficacy_eff,2,7,68591,2338,"The best-performing designs were a mask constructed of two layers of high-quality, heavyweight “quilter’s cotton,” a two-layer mask made with thick batik fabric, and a double-layer mask with an inner layer of flannel and outer layer of cotton."
28,99,1376,mw_independence_forced,2,7,68591,1376,"On Tuesday, Italy, the epicenter of Europe’s crisis, reopened some bookshops and children’s clothing stores. Spain allowed workers to return to factories and construction sites, despite a daily death toll that remains over 500. Austria allowed thousands of hardware and home improvement stores to reopen, as long as workers and customers wore masks."
29,100,1376,mw_comfort_breathe,2,7,68591,1376,"On Tuesday, Italy, the epicenter of Europe’s crisis, reopened some bookshops and children’s clothing stores. Spain allowed workers to return to factories and construction sites, despite a daily death toll that remains over 500. Austria allowed thousands of hardware and home improvement stores to reopen, as long as workers and customers wore masks."
30,101,1376,mw_attention_trust,2,7,68591,1376,"On Tuesday, Italy, the epicenter of Europe’s crisis, reopened some bookshops and children’s clothing stores. Spain allowed workers to return to factories and construction sites, despite a daily death toll that remains over 500. Austria allowed thousands of hardware and home improvement stores to reopen, as long as workers and customers wore masks."
31,102,1376,mw_attention_uncomfortable,2,7,68591,1376,"On Tuesday, Italy, the epicenter of Europe’s crisis, reopened some bookshops and children’s clothing stores. Spain allowed workers to return to factories and construction sites, despite a daily death toll that remains over 500. Austria allowed thousands of hardware and home improvement stores to reopen, as long as workers and customers wore masks."
32,103,1376,mw_independence_authority,2,7,68591,1376,"On Tuesday, Italy, the epicenter of Europe’s crisis, reopened some bookshops and children’s clothing stores. Spain allowed workers to return to factories and construction sites, despite a daily death toll that remains over 500. Austria allowed thousands of hardware and home improvement stores to reopen, as long as workers and customers wore masks."
33,104,1376,mw_inconvenience_hassle,2,7,68591,1376,"On Tuesday, Italy, the epicenter of Europe’s crisis, reopened some bookshops and children’s clothing stores. Spain allowed workers to return to factories and construction sites, despite a daily death toll that remains over 500. Austria allowed thousands of hardware and home improvement stores to reopen, as long as workers and customers wore masks."
34,105,1376,mw_appearance,2,7,68591,1376,"On Tuesday, Italy, the epicenter of Europe’s crisis, reopened some bookshops and children’s clothing stores. Spain allowed workers to return to factories and construction sites, despite a daily death toll that remains over 500. Austria allowed thousands of hardware and home improvement stores to reopen, as long as workers and customers wore masks."
35,106,1376,mw_compensation,2,7,68591,1376,"On Tuesday, Italy, the epicenter of Europe’s crisis, reopened some bookshops and children’s clothing stores. Spain allowed workers to return to factories and construction sites, despite a daily death toll that remains over 500. Austria allowed thousands of hardware and home improvement stores to reopen, as long as workers and customers wore masks."
36,107,1376,mw_inconvenience_remember,2,7,68591,1376,"On Tuesday, Italy, the epicenter of Europe’s crisis, reopened some bookshops and children’s clothing stores. Spain allowed workers to return to factories and construction sites, despite a daily death toll that remains over 500. Austria allowed thousands of hardware and home improvement stores to reopen, as long as workers and customers wore masks."
37,108,1376,mw_access_diff,2,7,68591,1376,"On Tuesday, Italy, the epicenter of Europe’s crisis, reopened some bookshops and children’s clothing stores. Spain allowed workers to return to factories and construction sites, despite a daily death toll that remains over 500. Austria allowed thousands of hardware and home improvement stores to reopen, as long as workers and customers wore masks."
38,109,1376,mw_efficacy_health,1,5,68591,1376,"On Tuesday, Italy, the epicenter of Europe’s crisis, reopened some bookshops and children’s clothing stores. Spain allowed workers to return to factories and construction sites, despite a daily death toll that remains over 500. Austria allowed thousands of hardware and home improvement stores to reopen, as long as workers and customers wore masks."
39,110,1376,mw_access_cost,2,7,68591,1376,"On Tuesday, Italy, the epicenter of Europe’s crisis, reopened some bookshops and children’s clothing stores. Spain allowed workers to return to factories and construction sites, despite a daily death toll that remains over 500. Austria allowed thousands of hardware and home improvement stores to reopen, as long as workers and customers wore masks."
40,111,1376,mw_efficacy_eff,1,5,68591,1376,"On Tuesday, Italy, the epicenter of Europe’s crisis, reopened some bookshops and children’s clothing stores. Spain allowed workers to return to factories and construction sites, despite a daily death toll that remains over 500. Austria allowed thousands of hardware and home improvement stores to reopen, as long as workers and customers wore masks."
41,112,1376,mw_comfort_hot,2,7,68591,1376,"On Tuesday, Italy, the epicenter of Europe’s crisis, reopened some bookshops and children’s clothing stores. Spain allowed workers to return to factories and construction sites, despite a daily death toll that remains over 500. Austria allowed thousands of hardware and home improvement stores to reopen, as long as workers and customers wore masks."
42,113,1277,mw_independence_authority,2,7,68591,1277,"He worked his iPhone around the clock, calling American hospitals by day and Chinese contacts by night. The hospitals were all interested, but reliable masks were in short supply."
43,114,1277,mw_independence_forced,2,7,68591,1277,"He worked his iPhone around the clock, calling American hospitals by day and Chinese contacts by night. The hospitals were all interested, but reliable masks were in short supply."
44,115,1277,mw_attention_uncomfortable,2,7,68591,1277,"He worked his iPhone around the clock, calling American hospitals by day and Chinese contacts by night. The hospitals were all interested, but reliable masks were in short supply."
45,116,1277,mw_attention_trust,2,7,68591,1277,"He worked his iPhone around the clock, calling American hospitals by day and Chinese contacts by night. The hospitals were all interested, but reliable masks were in short supply."
46,117,1277,mw_comfort_breathe,2,7,68591,1277,"He worked his iPhone around the clock, calling American hospitals by day and Chinese contacts by night. The hospitals were all interested, but reliable masks were in short supply."
47,118,1277,mw_appearance,2,7,68591,1277,"He worked his iPhone around the clock, calling American hospitals by day and Chinese contacts by night. The hospitals were all interested, but reliable masks were in short supply."
48,119,1277,mw_inconvenience_remember,2,7,68591,1277,"He worked his iPhone around the clock, calling American hospitals by day and Chinese contacts by night. The hospitals were all interested, but reliable masks were in short supply."
49,120,1277,mw_compensation,2,7,68591,1277,"He worked his iPhone around the clock, calling American hospitals by day and Chinese contacts by night. The hospitals were all interested, but reliable masks were in short supply."
50,121,1277,mw_access_cost,2,7,68591,1277,"He worked his iPhone around the clock, calling American hospitals by day and Chinese contacts by night. The hospitals were all interested, but reliable masks were in short supply."
51,122,1277,mw_inconvenience_hassle,2,7,68591,1277,"He worked his iPhone around the clock, calling American hospitals by day and Chinese contacts by night. The hospitals were all interested, but reliable masks were in short supply."
52,123,1277,mw_comfort_hot,2,7,68591,1277,"He worked his iPhone around the clock, calling American hospitals by day and Chinese contacts by night. The hospitals were all interested, but reliable masks were in short supply."
53,124,1277,mw_access_diff,0,7,68591,1277,"He worked his iPhone around the clock, calling American hospitals by day and Chinese contacts by night. The hospitals were all interested, but reliable masks were in short supply."
54,125,1277,mw_efficacy_health,2,7,68591,1277,"He worked his iPhone around the clock, calling American hospitals by day and Chinese contacts by night. The hospitals were all interested, but reliable masks were in short supply."
55,126,1277,mw_efficacy_eff,2,7,68591,1277,"He worked his iPhone around the clock, calling American hospitals by day and Chinese contacts by night. The hospitals were all interested, but reliable masks were in short supply."
56,127,6093,mw_independence_forced,0,7,68591,6093,"WALLACE: Then there are the issue of masks, which we touched on before and we are seeing growing confrontations. For instance, in stores where customers say you've got to wear a mask and some customers say you are violating my rights. Here's an example of that."
57,128,6093,mw_attention_uncomfortable,1,4,68591,6093,"WALLACE: Then there are the issue of masks, which we touched on before and we are seeing growing confrontations. For instance, in stores where customers say you've got to wear a mask and some customers say you are violating my rights. Here's an example of that."
58,129,6093,mw_comfort_breathe,2,7,68591,6093,"WALLACE: Then there are the issue of masks, which we touched on before and we are seeing growing confrontations. For instance, in stores where customers say you've got to wear a mask and some customers say you are violating my rights. Here's an example of that."
59,130,6093,mw_inconvenience_hassle,2,7,68591,6093,"WALLACE: Then there are the issue of masks, which we touched on before and we are seeing growing confrontations. For instance, in stores where customers say you've got to wear a mask and some customers say you are violating my rights. Here's an example of that."
60,131,6093,mw_attention_trust,2,7,68591,6093,"WALLACE: Then there are the issue of masks, which we touched on before and we are seeing growing confrontations. For instance, in stores where customers say you've got to wear a mask and some customers say you are violating my rights. Here's an example of that."
61,132,6093,mw_independence_authority,0,5,68591,6093,"WALLACE: Then there are the issue of masks, which we touched on before and we are seeing growing confrontations. For instance, in stores where customers say you've got to wear a mask and some customers say you are violating my rights. Here's an example of that."
62,133,6093,mw_appearance,2,7,68591,6093,"WALLACE: Then there are the issue of masks, which we touched on before and we are seeing growing confrontations. For instance, in stores where customers say you've got to wear a mask and some customers say you are violating my rights. Here's an example of that."
63,134,6093,mw_access_diff,2,7,68591,6093,"WALLACE: Then there are the issue of masks, which we touched on before and we are seeing growing confrontations. For instance, in stores where customers say you've got to wear a mask and some customers say you are violating my rights. Here's an example of that."
64,135,6093,mw_access_cost,2,7,68591,6093,"WALLACE: Then there are the issue of masks, which we touched on before and we are seeing growing confrontations. For instance, in stores where customers say you've got to wear a mask and some customers say you are violating my rights. Here's an example of that."
65,136,6093,mw_efficacy_eff,2,7,68591,6093,"WALLACE: Then there are the issue of masks, which we touched on before and we are seeing growing confrontations. For instance, in stores where customers say you've got to wear a mask and some customers say you are violating my rights. Here's an example of that."
66,137,6093,mw_inconvenience_remember,0,4,68591,6093,"WALLACE: Then there are the issue of masks, which we touched on before and we are seeing growing confrontations. For instance, in stores where customers say you've got to wear a mask and some customers say you are violating my rights. Here's an example of that."
67,138,6093,mw_compensation,2,7,68591,6093,"WALLACE: Then there are the issue of masks, which we touched on before and we are seeing growing confrontations. For instance, in stores where customers say you've got to wear a mask and some customers say you are violating my rights. Here's an example of that."
68,139,6093,mw_efficacy_health,2,7,68591,6093,"WALLACE: Then there are the issue of masks, which we touched on before and we are seeing growing confrontations. For instance, in stores where customers say you've got to wear a mask and some customers say you are violating my rights. Here's an example of that."
69,140,6093,mw_comfort_hot,2,7,68591,6093,"WALLACE: Then there are the issue of masks, which we touched on before and we are seeing growing confrontations. For instance, in stores where customers say you've got to wear a mask and some customers say you are violating my rights. Here's an example of that."
70,141,3043,mw_independence_forced,2,7,68591,3043,"That’s why, she said, it’s critical that people who are asymptomatic don’t simply seek out a test that, if negative, might lead them to be less vigilant about wearing a mask or maintaining their distance from others."
71,142,3043,mw_independence_authority,2,7,68591,3043,"That’s why, she said, it’s critical that people who are asymptomatic don’t simply seek out a test that, if negative, might lead them to be less vigilant about wearing a mask or maintaining their distance from others."
72,143,3043,mw_attention_trust,2,7,68591,3043,"That’s why, she said, it’s critical that people who are asymptomatic don’t simply seek out a test that, if negative, might lead them to be less vigilant about wearing a mask or maintaining their distance from others."
73,144,3043,mw_comfort_breathe,2,7,68591,3043,"That’s why, she said, it’s critical that people who are asymptomatic don’t simply seek out a test that, if negative, might lead them to be less vigilant about wearing a mask or maintaining their distance from others."
74,145,3043,mw_attention_uncomfortable,2,7,68591,3043,"That’s why, she said, it’s critical that people who are asymptomatic don’t simply seek out a test that, if negative, might lead them to be less vigilant about wearing a mask or maintaining their distance from others."
75,146,3043,mw_inconvenience_hassle,2,7,68591,3043,"That’s why, she said, it’s critical that people who are asymptomatic don’t simply seek out a test that, if negative, might lead them to be less vigilant about wearing a mask or maintaining their distance from others."
76,147,3043,mw_inconvenience_remember,2,7,68591,3043,"That’s why, she said, it’s critical that people who are asymptomatic don’t simply seek out a test that, if negative, might lead them to be less vigilant about wearing a mask or maintaining their distance from others."
77,148,3043,mw_compensation,2,7,68591,3043,"That’s why, she said, it’s critical that people who are asymptomatic don’t simply seek out a test that, if negative, might lead them to be less vigilant about wearing a mask or maintaining their distance from others."
78,149,3043,mw_access_cost,2,7,68591,3043,"That’s why, she said, it’s critical that people who are asymptomatic don’t simply seek out a test that, if negative, might lead them to be less vigilant about wearing a mask or maintaining their distance from others."
79,150,3043,mw_access_diff,2,7,68591,3043,"That’s why, she said, it’s critical that people who are asymptomatic don’t simply seek out a test that, if negative, might lead them to be less vigilant about wearing a mask or maintaining their distance from others."
80,151,3043,mw_appearance,2,7,68591,3043,"That’s why, she said, it’s critical that people who are asymptomatic don’t simply seek out a test that, if negative, might lead them to be less vigilant about wearing a mask or maintaining their distance from others."
81,152,3043,mw_efficacy_health,1,5,68591,3043,"That’s why, she said, it’s critical that people who are asymptomatic don’t simply seek out a test that, if negative, might lead them to be less vigilant about wearing a mask or maintaining their distance from others."
82,153,3043,mw_efficacy_eff,1,5,68591,3043,"That’s why, she said, it’s critical that people who are asymptomatic don’t simply seek out a test that, if negative, might lead them to be less vigilant about wearing a mask or maintaining their distance from others."
83,154,3043,mw_comfort_hot,2,7,68591,3043,"That’s why, she said, it’s critical that people who are asymptomatic don’t simply seek out a test that, if negative, might lead them to be less vigilant about wearing a mask or maintaining their distance from others."
84,155,7938,mw_comfort_hot,2,7,31521,7938,President Donald Trump on Monday said at the White House that Americans had learned a lot about wearing masks to prevent the spread of the coronavirus.
85,156,7938,mw_access_diff,2,7,31521,7938,President Donald Trump on Monday said at the White House that Americans had learned a lot about wearing masks to prevent the spread of the coronavirus.
86,157,7938,mw_efficacy_eff,1,6,31521,7938,President Donald Trump on Monday said at the White House that Americans had learned a lot about wearing masks to prevent the spread of the coronavirus.
87,158,7938,mw_access_cost,2,7,31521,7938,President Donald Trump on Monday said at the White House that Americans had learned a lot about wearing masks to prevent the spread of the coronavirus.
88,159,7938,mw_comfort_breathe,2,7,31521,7938,President Donald Trump on Monday said at the White House that Americans had learned a lot about wearing masks to prevent the spread of the coronavirus.
89,160,7938,mw_compensation,2,6,31521,7938,President Donald Trump on Monday said at the White House that Americans had learned a lot about wearing masks to prevent the spread of the coronavirus.
90,161,7938,mw_efficacy_health,1,7,31521,7938,President Donald Trump on Monday said at the White House that Americans had learned a lot about wearing masks to prevent the spread of the coronavirus.
91,162,7938,mw_inconvenience_remember,2,5,31521,7938,President Donald Trump on Monday said at the White House that Americans had learned a lot about wearing masks to prevent the spread of the coronavirus.
92,163,7938,mw_appearance,2,5,31521,7938,President Donald Trump on Monday said at the White House that Americans had learned a lot about wearing masks to prevent the spread of the coronavirus.
93,164,7938,mw_attention_trust,1,3,31521,7938,President Donald Trump on Monday said at the White House that Americans had learned a lot about wearing masks to prevent the spread of the coronavirus.
94,165,7938,mw_inconvenience_hassle,1,3,31521,7938,President Donald Trump on Monday said at the White House that Americans had learned a lot about wearing masks to prevent the spread of the coronavirus.
95,166,7938,mw_independence_authority,1,3,31521,7938,President Donald Trump on Monday said at the White House that Americans had learned a lot about wearing masks to prevent the spread of the coronavirus.
96,167,7938,mw_attention_uncomfortable,1,2,31521,7938,President Donald Trump on Monday said at the White House that Americans had learned a lot about wearing masks to prevent the spread of the coronavirus.
97,168,7938,mw_independence_forced,1,3,31521,7938,President Donald Trump on Monday said at the White House that Americans had learned a lot about wearing masks to prevent the spread of the coronavirus.
98,169,1199,mw_attention_uncomfortable,0,6,68591,1199,"As the virus spread, some nursing homes went into denial, not wanting to alarm residents or their families. Some instructed workers not to wear protective gowns or masks for the same reasons."
99,170,1199,mw_independence_authority,2,7,68591,1199,"As the virus spread, some nursing homes went into denial, not wanting to alarm residents or their families. Some instructed workers not to wear protective gowns or masks for the same reasons."
100,171,1199,mw_independence_forced,2,7,68591,1199,"As the virus spread, some nursing homes went into denial, not wanting to alarm residents or their families. Some instructed workers not to wear protective gowns or masks for the same reasons."
101,172,1199,mw_attention_trust,2,7,68591,1199,"As the virus spread, some nursing homes went into denial, not wanting to alarm residents or their families. Some instructed workers not to wear protective gowns or masks for the same reasons."
102,173,1199,mw_comfort_breathe,2,7,68591,1199,"As the virus spread, some nursing homes went into denial, not wanting to alarm residents or their families. Some instructed workers not to wear protective gowns or masks for the same reasons."
103,174,1199,mw_inconvenience_hassle,2,7,68591,1199,"As the virus spread, some nursing homes went into denial, not wanting to alarm residents or their families. Some instructed workers not to wear protective gowns or masks for the same reasons."
104,175,1199,mw_appearance,2,7,68591,1199,"As the virus spread, some nursing homes went into denial, not wanting to alarm residents or their families. Some instructed workers not to wear protective gowns or masks for the same reasons."
105,176,1199,mw_inconvenience_remember,2,7,68591,1199,"As the virus spread, some nursing homes went into denial, not wanting to alarm residents or their families. Some instructed workers not to wear protective gowns or masks for the same reasons."
106,177,1199,mw_compensation,2,7,68591,1199,"As the virus spread, some nursing homes went into denial, not wanting to alarm residents or their families. Some instructed workers not to wear protective gowns or masks for the same reasons."
107,178,1199,mw_efficacy_health,1,6,68591,1199,"As the virus spread, some nursing homes went into denial, not wanting to alarm residents or their families. Some instructed workers not to wear protective gowns or masks for the same reasons."
108,179,1199,mw_access_cost,2,7,68591,1199,"As the virus spread, some nursing homes went into denial, not wanting to alarm residents or their families. Some instructed workers not to wear protective gowns or masks for the same reasons."
109,180,1199,mw_access_diff,2,7,68591,1199,"As the virus spread, some nursing homes went into denial, not wanting to alarm residents or their families. Some instructed workers not to wear protective gowns or masks for the same reasons."
110,181,1199,mw_efficacy_eff,1,5,68591,1199,"As the virus spread, some nursing homes went into denial, not wanting to alarm residents or their families. Some instructed workers not to wear protective gowns or masks for the same reasons."
111,182,1199,mw_comfort_hot,2,7,68591,1199,"As the virus spread, some nursing homes went into denial, not wanting to alarm residents or their families. Some instructed workers not to wear protective gowns or masks for the same reasons."
112,183,2590,mw_independence_authority,2,7,68591,2590,"Mr. Keith said that his store’s employees, like most others, must wear masks and have their temperatures checked when they arrive. So must Lane Crawford customers (who also declare their travel histories). Such policies are unlikely to catch on in other regions, Ms. Portas said."
113,184,2590,mw_attention_trust,2,7,68591,2590,"Mr. Keith said that his store’s employees, like most others, must wear masks and have their temperatures checked when they arrive. So must Lane Crawford customers (who also declare their travel histories). Such policies are unlikely to catch on in other regions, Ms. Portas said."
114,185,2590,mw_comfort_breathe,2,7,68591,2590,"Mr. Keith said that his store’s employees, like most others, must wear masks and have their temperatures checked when they arrive. So must Lane Crawford customers (who also declare their travel histories). Such policies are unlikely to catch on in other regions, Ms. Portas said."
115,186,2590,mw_independence_forced,2,7,68591,2590,"Mr. Keith said that his store’s employees, like most others, must wear masks and have their temperatures checked when they arrive. So must Lane Crawford customers (who also declare their travel histories). Such policies are unlikely to catch on in other regions, Ms. Portas said."
116,187,2590,mw_inconvenience_hassle,2,7,68591,2590,"Mr. Keith said that his store’s employees, like most others, must wear masks and have their temperatures checked when they arrive. So must Lane Crawford customers (who also declare their travel histories). Such policies are unlikely to catch on in other regions, Ms. Portas said."
117,188,2590,mw_appearance,2,7,68591,2590,"Mr. Keith said that his store’s employees, like most others, must wear masks and have their temperatures checked when they arrive. So must Lane Crawford customers (who also declare their travel histories). Such policies are unlikely to catch on in other regions, Ms. Portas said."
118,189,2590,mw_inconvenience_remember,2,7,68591,2590,"Mr. Keith said that his store’s employees, like most others, must wear masks and have their temperatures checked when they arrive. So must Lane Crawford customers (who also declare their travel histories). Such policies are unlikely to catch on in other regions, Ms. Portas said."
119,190,2590,mw_attention_uncomfortable,2,7,68591,2590,"Mr. Keith said that his store’s employees, like most others, must wear masks and have their temperatures checked when they arrive. So must Lane Crawford customers (who also declare their travel histories). Such policies are unlikely to catch on in other regions, Ms. Portas said."
120,191,2590,mw_compensation,2,7,68591,2590,"Mr. Keith said that his store’s employees, like most others, must wear masks and have their temperatures checked when they arrive. So must Lane Crawford customers (who also declare their travel histories). Such policies are unlikely to catch on in other regions, Ms. Portas said."
121,192,2590,mw_access_diff,2,7,68591,2590,"Mr. Keith said that his store’s employees, like most others, must wear masks and have their temperatures checked when they arrive. So must Lane Crawford customers (who also declare their travel histories). Such policies are unlikely to catch on in other regions, Ms. Portas said."
122,193,2590,mw_efficacy_eff,1,6,68591,2590,"Mr. Keith said that his store’s employees, like most others, must wear masks and have their temperatures checked when they arrive. So must Lane Crawford customers (who also declare their travel histories). Such policies are unlikely to catch on in other regions, Ms. Portas said."
123,194,2590,mw_access_cost,2,7,68591,2590,"Mr. Keith said that his store’s employees, like most others, must wear masks and have their temperatures checked when they arrive. So must Lane Crawford customers (who also declare their travel histories). Such policies are unlikely to catch on in other regions, Ms. Portas said."
124,195,2590,mw_comfort_hot,2,7,68591,2590,"Mr. Keith said that his store’s employees, like most others, must wear masks and have their temperatures checked when they arrive. So must Lane Crawford customers (who also declare their travel histories). Such policies are unlikely to catch on in other regions, Ms. Portas said."
125,196,2590,mw_efficacy_health,1,5,68591,2590,"Mr. Keith said that his store’s employees, like most others, must wear masks and have their temperatures checked when they arrive. So must Lane Crawford customers (who also declare their travel histories). Such policies are unlikely to catch on in other regions, Ms. Portas said."
126,197,4818,mw_appearance,2,5,67834,4818,"It’s unclear when deputies would issue fines or arrest people who violate the face mask order, but the county said local law enforcement agencies had the power to enforce the order “as they deem necessary.”"
127,198,4818,mw_inconvenience_remember,0,5,67834,4818,"It’s unclear when deputies would issue fines or arrest people who violate the face mask order, but the county said local law enforcement agencies had the power to enforce the order “as they deem necessary.”"
128,199,4818,mw_inconvenience_hassle,0,5,67834,4818,"It’s unclear when deputies would issue fines or arrest people who violate the face mask order, but the county said local law enforcement agencies had the power to enforce the order “as they deem necessary.”"
129,200,4818,mw_comfort_hot,2,7,67834,4818,"It’s unclear when deputies would issue fines or arrest people who violate the face mask order, but the county said local law enforcement agencies had the power to enforce the order “as they deem necessary.”"
130,201,4818,mw_comfort_breathe,2,7,67834,4818,"It’s unclear when deputies would issue fines or arrest people who violate the face mask order, but the county said local law enforcement agencies had the power to enforce the order “as they deem necessary.”"
131,202,4818,mw_efficacy_eff,2,7,67834,4818,"It’s unclear when deputies would issue fines or arrest people who violate the face mask order, but the county said local law enforcement agencies had the power to enforce the order “as they deem necessary.”"
132,203,4818,mw_access_diff,2,6,67834,4818,"It’s unclear when deputies would issue fines or arrest people who violate the face mask order, but the county said local law enforcement agencies had the power to enforce the order “as they deem necessary.”"
133,204,4818,mw_access_cost,2,6,67834,4818,"It’s unclear when deputies would issue fines or arrest people who violate the face mask order, but the county said local law enforcement agencies had the power to enforce the order “as they deem necessary.”"
134,205,4818,mw_independence_forced,0,6,67834,4818,"It’s unclear when deputies would issue fines or arrest people who violate the face mask order, but the county said local law enforcement agencies had the power to enforce the order “as they deem necessary.”"
135,206,4818,mw_compensation,1,5,67834,4818,"It’s unclear when deputies would issue fines or arrest people who violate the face mask order, but the county said local law enforcement agencies had the power to enforce the order “as they deem necessary.”"
136,207,4818,mw_attention_trust,2,6,67834,4818,"It’s unclear when deputies would issue fines or arrest people who violate the face mask order, but the county said local law enforcement agencies had the power to enforce the order “as they deem necessary.”"
137,208,4818,mw_independence_authority,0,3,67834,4818,"It’s unclear when deputies would issue fines or arrest people who violate the face mask order, but the county said local law enforcement agencies had the power to enforce the order “as they deem necessary.”"
