,ba_m,cognitive_translate,cognitive_exponent,repetition,run,pearson,euclidean,mape
836,3,0,3,7,29,-0.05499164095597797,205.15764821479365,0.30243439166046854
837,3,0,3,8,0,0.09835350621133175,165.5302872322807,0.2430079259209157
838,3,0,3,8,1,0.030300700438208383,172.67619273422292,0.25257050537157305
839,3,0,3,8,2,0.1020087796811116,172.47201704916657,0.24914303013892392
840,3,0,3,8,3,0.06452768769708835,172.90713967534214,0.2522192948086062
841,3,0,3,8,4,-0.0036517312157877215,179.6499042285251,0.2668973235993476
842,3,0,3,8,5,0.09422344174679455,166.92245802876113,0.22984498188107136
843,3,0,3,8,6,0.08647226087048708,152.3769291035044,0.2214887958005586
844,3,0,3,8,7,0.11035381894484277,179.1069780067262,0.2561177703420377
845,3,0,3,8,8,-0.2809522439816392,205.8222309082287,0.3024727323171937
846,3,0,3,8,9,0.13138151558998795,191.63205513818707,0.28011480772839054
847,3,0,3,8,10,0.04786469338073441,168.41766684546226,0.24118477847361777
848,3,0,3,8,11,-0.023446237237740475,185.00165095039918,0.26751766169798735
849,3,0,3,8,12,-0.012683609395721343,181.58187604782896,0.2625268055710005
850,3,0,3,8,13,0.011642932745842327,183.5967631665604,0.2664673382558195
851,3,0,3,8,14,0.11280403222003614,164.62616974945468,0.23787709586156416
852,3,0,3,8,15,0.08315958061867017,185.31155666494774,0.2729293427168909
853,3,0,3,8,16,0.16098497059768943,175.72467893997964,0.2570028535867814
854,3,0,3,8,17,0.018418571408451653,175.76675106389112,0.2527144553442762
855,3,0,3,8,18,0.16552490092758917,168.60061414369196,0.24954227000436513
856,3,0,3,8,19,0.19680002995349175,167.46147258922295,0.23935578849041064
857,3,0,3,8,20,0.13757157828835304,155.27814554619707,0.21508724396334622
858,3,0,3,8,21,-0.06228461675718919,193.86861327239149,0.28248753314471586
859,3,0,3,8,22,0.20049054310390255,180.11049451067106,0.26048229880026086
860,3,0,3,8,23,-0.0509841684377895,202.45837666082625,0.3023681246313361
861,3,0,3,8,24,0.2702636727872179,181.33658686645333,0.2608256910780086
862,3,0,3,8,25,0.002722857222322371,191.32793934722054,0.2770083775111906
863,3,0,3,8,26,-0.021955625119592852,189.52810085961661,0.27314235522584
864,3,0,3,8,27,0.10659224816473949,172.54232056173313,0.24861315351738159
865,3,0,3,8,28,-0.17047001432064268,180.73315027193019,0.2658107664514718
866,3,0,3,8,29,0.29655792528070396,154.53805704117994,0.22110110777877345
867,3,0,3,9,0,-0.25101401749072155,186.46603208254228,0.27081881746493713
868,3,0,3,9,1,-0.038636854723330505,181.12337450173706,0.2706221213700308
869,3,0,3,9,2,0.16791563436814602,154.99797311608089,0.22658625526285114
870,3,0,3,9,3,0.23718771496679777,159.702892898363,0.23555815569582697
871,3,0,3,9,4,0.180096823550005,165.03842733254314,0.2444402333939948
872,3,0,3,9,5,0.06442785456107368,173.49296782767783,0.25610832276282985
873,3,0,3,9,6,0.22032258689214546,171.06357374428922,0.24940518053913027
874,3,0,3,9,7,-0.051273573959365625,185.59507599864085,0.27934909878755804
875,3,0,3,9,8,-0.024429012726758997,170.1353797906781,0.2504043440683665
876,3,0,3,9,9,-0.10598160667848733,205.07839715775012,0.3020058476332589
877,3,0,3,9,10,-0.17298181304091664,183.35296047822158,0.2705344727533279
878,3,0,3,9,11,0.2168492216417501,166.86501984238816,0.2445905014502662
879,3,0,3,9,12,0.009807458608078745,191.8532618713526,0.29002103770651627
880,3,0,3,9,13,0.00920046485906778,179.94682104130084,0.2646741648402063
881,3,0,3,9,14,-0.17303776478246047,211.0994765373567,0.30757988471345804
882,3,0,3,9,15,-0.11060011187402574,173.5606613665399,0.2567127957382496
883,3,0,3,9,16,0.00757884011860525,181.39931757370042,0.26665192719767494
884,3,0,3,9,17,-0.011706533435374748,178.6118330718142,0.2625857104412805
885,3,0,3,9,18,0.1649959996797237,173.22395642152082,0.2608699685882745
886,3,0,3,9,19,-0.09749538503702908,190.83995916315018,0.27583502282254885
887,3,0,3,9,20,-0.15858473583918106,205.51491387140683,0.30878248393242974
888,3,0,3,9,21,-0.2186014730395446,213.2357662675529,0.31206057606073995
889,3,0,3,9,22,0.03465645292958719,176.97890064185586,0.26852162006387637
890,3,0,3,9,23,-0.1614539160084648,189.5935195766418,0.2782408160294932
891,3,0,3,9,24,-0.039415781722478095,172.61398367536356,0.25180998730723814
892,3,0,3,9,25,-0.024241812549786357,186.94377763989897,0.2798507920422619
893,3,0,3,9,26,0.291102209071986,164.17942307417127,0.23907900500665957
894,3,0,3,9,27,-0.0750242032948361,166.3432659735143,0.2456230434503018
895,3,0,3,9,28,0.021046252944407613,187.25390776169147,0.2704121029854509
896,3,0,3,9,29,-0.2497346449873515,212.19404850687988,0.3110776628217489
897,3,0,4,0,0,0.354221314881918,129.78072170028568,0.1853809837553748
898,3,0,4,0,1,0.35921241219555017,154.72877630400777,0.23117921400092567
899,3,0,4,0,2,0.2976649770333382,152.1706249589564,0.22696772952194444
900,3,0,4,0,3,0.1921299828045876,141.003993151876,0.19920907413900987
901,3,0,4,0,4,0.369731447264632,136.4919306695906,0.19769263369407855
902,3,0,4,0,5,0.09324107642116834,140.02414727431326,0.20653744179287528
903,3,0,4,0,6,0.04615332231932864,149.10367925107377,0.21422390434285155
904,3,0,4,0,7,0.5016978917637788,144.86151125879942,0.21855455979055968
905,3,0,4,0,8,0.4505339043714515,194.10659437715807,0.30415389563573464
906,3,0,4,0,9,0.07199851446093668,157.48863237882586,0.2309587943327006
907,3,0,4,0,10,0.3418940850706385,140.01745611703228,0.20654907604264147
908,3,0,4,0,11,0.5323577332006805,148.43579500060952,0.21917196523982216
909,3,0,4,0,12,-0.048420003512453146,160.1486007218978,0.2357265442119161
910,3,0,4,0,13,0.03140085220276856,161.75287668106625,0.23135983906407362
911,3,0,4,0,14,0.0271725681482831,146.97348854404737,0.21334014635771237
912,3,0,4,0,15,0.16541157241422288,154.13739179867875,0.2258635354445946
913,3,0,4,0,16,0.038570651636369795,161.44434912862576,0.23813954840887755
914,3,0,4,0,17,0.29423861278933333,144.00660601572085,0.21238808048942417
915,3,0,4,0,18,-0.1305440455575864,188.2330433378144,0.27961063694857463
916,3,0,4,0,19,0.22228643076229115,146.7296494338165,0.21645715313925665
917,3,0,4,0,20,0.36601664141883933,152.82278882321123,0.2275928384487895
918,3,0,4,0,21,0.1441437054556675,154.08627519221469,0.22279885571140232
919,3,0,4,0,22,0.21337456836407087,148.18785751378041,0.22172845495956148
920,3,0,4,0,23,0.14406984317351165,148.20935813969345,0.21623759072756044
921,3,0,4,0,24,0.25192591636667555,153.14675744508656,0.2276196854225662
922,3,0,4,0,25,0.10074436408284927,170.52283265183027,0.25410149113077984
923,3,0,4,0,26,-0.09703330127737854,170.9708591970319,0.2589519533814085
924,3,0,4,0,27,0.365720444128534,161.02865165946037,0.24431396687250603
925,3,0,4,0,28,0.07195402309198466,169.30563722834418,0.24846000689244138
926,3,0,4,0,29,-0.005211475189619073,167.37240073120395,0.25074991709894495
927,3,0,4,1,0,0.13945613377733698,164.2058861308384,0.25425780312425844
928,3,0,4,1,1,-0.20935016255640124,171.70437152068732,0.25185660730992526
929,3,0,4,1,2,0.624663896588733,134.91029115622464,0.1981282653580451
930,3,0,4,1,3,0.05591078004452633,163.7594152826069,0.24795635468675722
931,3,0,4,1,4,-0.021104997002036496,175.2962125584627,0.2689491247639307
932,3,0,4,1,5,0.04887249789749861,170.86818956010856,0.2622529436491913
933,3,0,4,1,6,0.10269595334134192,165.18209980309513,0.2488890347503627
934,3,0,4,1,7,0.09906979019100488,166.27298906344905,0.24935777981706253
935,3,0,4,1,8,-0.0921164154396998,170.54587106602253,0.2643437518344333
936,3,0,4,1,9,0.21906109750799885,152.28013122734032,0.2289549283804174
937,3,0,4,1,10,0.0682596823562033,156.2686756513327,0.2356269692520101
938,3,0,4,1,11,-0.0044924158645462215,171.32909111157696,0.26282776753613724
939,3,0,4,1,12,0.09401496531889893,171.57925391568918,0.2553612632401623
940,3,0,4,1,13,0.2743662335318841,164.85546375218004,0.250753159777001
941,3,0,4,1,14,0.1444243695618068,157.76263784609804,0.24094582011338136
942,3,0,4,1,15,0.4318217088218597,165.8787835429782,0.2607109240275361
943,3,0,4,1,16,0.14554505833471054,179.7959280241358,0.27508430392862376
944,3,0,4,1,17,-0.11604947912090545,174.1896358659909,0.26546400605602904
945,3,0,4,1,18,0.015157715237110533,190.07452207517318,0.2839800911599655
946,3,0,4,1,19,0.222048402897006,156.2157663594212,0.24138645481381307
947,3,0,4,1,20,-0.009667669613442842,157.7733163343447,0.24131688696905565
948,3,0,4,1,21,0.16066748234547854,156.51525409403243,0.24210339128305214
949,3,0,4,1,22,0.12111609708033265,161.9593424225519,0.2473868106710564
950,3,0,4,1,23,0.11227624985434365,178.88215070864547,0.2751280275672596
951,3,0,4,1,24,0.25263230447376656,167.17309368545784,0.2546979946966695
952,3,0,4,1,25,-0.30652596461585263,209.3970175107476,0.31151853151954584
953,3,0,4,1,26,0.19236414803035765,152.45315487210232,0.23301428222694842
954,3,0,4,1,27,0.03964429901819638,171.42489989706152,0.2578217913926561
955,3,0,4,1,28,0.2265609206002636,196.30080523180175,0.2984514911778798
956,3,0,4,1,29,0.2353828191973936,206.80218681067257,0.31877271673155383
957,3,0,4,2,0,0.17104893836211457,168.30672929849857,0.25003372192872747
958,3,0,4,2,1,0.37847111249744375,164.74341202287056,0.2448567900793277
959,3,0,4,2,2,0.33990974482255804,169.51892443666654,0.25171955195362433
960,3,0,4,2,3,0.329922714285888,175.40095928942378,0.26566390108983384
961,3,0,4,2,4,0.1296992073918086,182.50152896441253,0.27819616851445356
962,3,0,4,2,5,0.2671525321014096,195.87021925451606,0.3092733726247976
963,3,0,4,2,6,0.30694409358086594,171.60567510864072,0.25562247275399824
964,3,0,4,2,7,-0.07486859898169852,167.22181044544257,0.24522282107223395
965,3,0,4,2,8,0.23112935653208555,164.01509728485394,0.241986564335711
966,3,0,4,2,9,-0.04701267160815061,180.80910885716227,0.2625949523728344
967,3,0,4,2,10,-0.2270115852471856,208.52836732873004,0.3071680211565209
968,3,0,4,2,11,0.1203363793505254,171.77417213085616,0.2510793532241394
969,3,0,4,2,12,0.03879792375972618,190.17942620883613,0.27727721698458335
970,3,0,4,2,13,0.02237472801198213,190.7861032745288,0.28558013189317305
971,3,0,4,2,14,0.35243474214519566,163.86190250778142,0.24321460919148166
972,3,0,4,2,15,0.3278803225434997,171.65870319796954,0.2539082303315343
973,3,0,4,2,16,0.2728105001407704,176.0617424021896,0.26185606381469495
974,3,0,4,2,17,-0.05732301011836766,196.03844970317598,0.29573038585097416
975,3,0,4,2,18,-0.03153404404043991,187.45509462386428,0.2755554596901998
976,3,0,4,2,19,-0.08237391727341474,179.618081786582,0.2661158187302702
977,3,0,4,2,20,0.10304903731988944,173.1108440647813,0.25671780235588465
978,3,0,4,2,21,0.3109691757606797,182.30826197849208,0.2796058458957207
979,3,0,4,2,22,0.3283441633761138,161.94712088870742,0.23569388754619156
980,3,0,4,2,23,0.07839988145404907,184.65382833661747,0.2723508774722216
981,3,0,4,2,24,0.09819251465275382,179.63092112298378,0.26693014349614086
982,3,0,4,2,25,0.24933344036043556,179.5295856171242,0.27276287366340557
983,3,0,4,2,26,0.6746193590974608,177.8170373154908,0.27233783491212743
984,3,0,4,2,27,0.1784446593402943,160.49098648161615,0.23846523277179257
985,3,0,4,2,28,0.3078133714249937,170.432292809382,0.2516555426985434
986,3,0,4,2,29,-0.16058415590883224,186.44021494057844,0.28257810089123475
987,3,0,4,3,0,0.06497870282130305,176.55806682806528,0.2659554744140396
988,3,0,4,3,1,-0.08808795737382098,192.9311040569727,0.2952118931791848
989,3,0,4,3,2,0.24929607953046015,180.42530698935096,0.266232747601371
990,3,0,4,3,3,0.04892451318897512,176.85475314044615,0.2644080332298791
991,3,0,4,3,4,0.04719819316271082,166.47402133991247,0.2474356146861949
992,3,0,4,3,5,0.25706630322861557,174.98553166710693,0.2661307465930682
993,3,0,4,3,6,0.18640812228657322,177.77052389270634,0.2704537494927179
994,3,0,4,3,7,-0.07437525579416703,184.3741873605176,0.28008049005704166
995,3,0,4,3,8,-0.18830117538315486,173.57045013382535,0.2597495896009923
996,3,0,4,3,9,0.07831815690875325,200.55096452692592,0.3024569424230334
997,3,0,4,3,10,0.03370889576316385,184.27660594189865,0.27324075076159093
998,3,0,4,3,11,0.11035445320650454,171.31789198103579,0.25238888266521375
999,3,0,4,3,12,0.14860511445487015,181.50220791050822,0.2676073255775296
1000,3,0,4,3,13,0.44480249431455027,138.05550304958567,0.2012776929700116
1001,3,0,4,3,14,0.1939074805522929,176.61266526231202,0.2627917413984367
1002,3,0,4,3,15,-0.10935988248674433,192.77344196021235,0.2877188956352518
1003,3,0,4,3,16,0.007387841502241384,174.66609923593967,0.25856888479195445
1004,3,0,4,3,17,0.2595145441772833,192.100431317009,0.28902507086163487
1005,3,0,4,3,18,-0.04718520316807967,174.23310208486546,0.2598514375268615
1006,3,0,4,3,19,0.32141550184440454,171.55486281483937,0.25636739665663427
1007,3,0,4,3,20,-0.051556348525364115,178.4688906454088,0.2655333243882691
1008,3,0,4,3,21,0.10011833658736953,186.4144402249035,0.28288425286841584
1009,3,0,4,3,22,-0.22928320887250442,192.12135394834854,0.29205165741481315
1010,3,0,4,3,23,-0.08048920514611392,176.0667594393833,0.26165424707185697
1011,3,0,4,3,24,0.322203566443664,162.48450698839963,0.2430425704652357
1012,3,0,4,3,25,0.039125754608772385,172.44984789698273,0.25595144181430496
1013,3,0,4,3,26,0.23120707455945247,168.95158143732576,0.2517707388534383
1014,3,0,4,3,27,-0.02249315836442962,175.75253115969699,0.26373221473959335
1015,3,0,4,3,28,0.10302565465707837,184.65674033189495,0.2798999520992617
1016,3,0,4,3,29,0.14367025910396974,172.13775973509567,0.25645929020849756
1017,3,0,4,4,0,-0.015753610565845483,217.40944244064607,0.3275560046245201
1018,3,0,4,4,1,0.46259691745094084,147.45148352501278,0.22109791141721416
1019,3,0,4,4,2,-0.17324039910734834,170.5609376058351,0.25457629799483655
1020,3,0,4,4,3,0.17132739603717703,171.4573179296766,0.25960103257114275
1021,3,0,4,4,4,-0.04811989623797216,180.2997927806737,0.26923987819894113
1022,3,0,4,4,5,-0.08555046524731423,169.384156978736,0.25161415655366054
1023,3,0,4,4,6,0.03239247490355312,160.8878143813733,0.23733226109550035
1024,3,0,4,4,7,0.16052569588428825,163.3866832584965,0.24282573384593398
1025,3,0,4,4,8,-0.2882012571715418,181.92982521526815,0.27397725431233183
1026,3,0,4,4,9,-0.05899687082098062,175.95870548036012,0.2683873475776426
1027,3,0,4,4,10,-0.04599888683356987,181.13357651180482,0.26907952470426766
1028,3,0,4,4,11,0.18062230402690507,158.4695551768342,0.23723837972857975
1029,3,0,4,4,12,0.22434283833977656,163.94376323393644,0.24522364954550172
1030,3,0,4,4,13,0.08225029001073779,168.5900772085528,0.2522940587724783
1031,3,0,4,4,14,0.1062170575658488,168.24127957314724,0.25687918836037427
1032,3,0,4,4,15,0.32599297524625487,148.30674180991664,0.21630613891083686
1033,3,0,4,4,16,0.08274607561950585,170.0442971933952,0.24722194298234154
1034,3,0,4,4,17,-0.1723819746842001,160.43166170194021,0.23600169538085114
1035,3,0,4,4,18,0.3310165420047801,151.71157148141864,0.22880075914343342
1036,3,0,4,4,19,0.37026973693276993,166.7740789898717,0.25460213705029044
1037,3,0,4,4,20,-0.2399411475710808,185.46332432648933,0.2766127308966162
1038,3,0,4,4,21,0.05076810579462923,161.15914699139933,0.24493222836547723
1039,3,0,4,4,22,0.1604496916941995,164.820612731181,0.24786196479959943
1040,3,0,4,4,23,0.22173739471567191,154.64697899080863,0.23155832424086367
1041,3,0,4,4,24,0.09590566682093828,153.11939173673093,0.22323285387658756
1042,3,0,4,4,25,0.2195681615320307,163.89309104343454,0.24390854409325358
1043,3,0,4,4,26,0.07926175062617552,149.07624166431017,0.22351764165830654
1044,3,0,4,4,27,0.2106756414312039,201.78931812492132,0.3128518279514943
1045,3,0,4,4,28,-0.11653216768213752,180.39964778319472,0.2675499992665264
1046,3,0,4,4,29,-0.0091456884353187,169.95530252746047,0.252440774969281
1047,3,0,4,5,0,0.003152288874930973,188.66408965575533,0.2821301204733711
1048,3,0,4,5,1,0.3481791529158243,176.94743236064315,0.26281078364085414
1049,3,0,4,5,2,0.27629367952393163,162.21280975168904,0.23576209474740603
1050,3,0,4,5,3,0.289459605242779,166.30239431548412,0.24640869225433062
1051,3,0,4,5,4,0.21326475243927864,177.44451251163375,0.26232074700452873
1052,3,0,4,5,5,-0.11336442383211419,198.283970672588,0.2979785349070421
1053,3,0,4,5,6,0.10208499279341691,171.51296969006543,0.24806075394213956
1054,3,0,4,5,7,-0.15366957509596105,190.57046060179266,0.28292059213214116
1055,3,0,4,5,8,0.07878756529011118,172.08675397381242,0.2525875018874823
1056,3,0,4,5,9,0.11071582760624532,166.39647774504883,0.24682086500014186
1057,3,0,4,5,10,0.03332388370837867,193.70884306605976,0.28442219246252437
1058,3,0,4,5,11,-0.03516580407856503,172.1972379846594,0.258389710047121
1059,3,0,4,5,12,0.574284070097458,150.7473798808593,0.22442511693484202
1060,3,0,4,5,13,0.48826302369225827,166.45661252732748,0.24992213858868903
1061,3,0,4,5,14,0.18523673785782765,176.37838745627144,0.26336426271596963
1062,3,0,4,5,15,0.1008024030069214,178.99516252857643,0.266967925531914
1063,3,0,4,5,16,0.0004414195844343304,174.86075687688677,0.2554958953637698
1064,3,0,4,5,17,0.003326442113806949,183.40318662127345,0.27404820186331963
1065,3,0,4,5,18,-0.026472428699418276,178.0028088772206,0.25870956384102045
1066,3,0,4,5,19,0.10614835277979114,164.2243989601721,0.2389826822902611
1067,3,0,4,5,20,-0.019947922737121287,170.2994158638654,0.24965157965538007
1068,3,0,4,5,21,0.02085132795506515,174.97454275850393,0.26135259966573887
1069,3,0,4,5,22,0.06833604007550105,188.47594591025677,0.28414370180595155
1070,3,0,4,5,23,0.34529892498616754,169.12419160076635,0.25217305223562775
1071,3,0,4,5,24,0.41757278358963895,168.76155849545069,0.2514081228150474
1072,3,0,4,5,25,0.20826837334468196,162.2132753377776,0.23901441454857505
1073,3,0,4,5,26,-0.12708884909315535,180.952915787224,0.2705815191639252
1074,3,0,4,5,27,-0.11381843465453827,188.61935548883162,0.2801850793025971
1075,3,0,4,5,28,-0.15467529105115835,186.4917894766862,0.2779525892107313
1076,3,0,4,5,29,0.1171819144733794,184.19815082111583,0.2765605753848684
1077,3,0,4,6,0,0.5620602903594617,206.83557556413362,0.31971122403157476
1078,3,0,4,6,1,0.4754223406125444,198.04764290758018,0.3024967405878127
1079,3,0,4,6,2,0.5284528052082753,198.58472776828793,0.30829976616592875
1080,3,0,4,6,3,0.36289662823090135,190.84836747613312,0.28555974234115866
1081,3,0,4,6,4,0.2229686849904965,205.08960550484122,0.31080818041287234
1082,3,0,4,6,5,0.13568843198615835,212.84337506930555,0.32476390473851185
1083,3,0,4,6,6,0.14874926225947874,209.56085150985223,0.3188136823787078
1084,3,0,4,6,7,0.257744925654278,210.90500775806086,0.32091283107934443
1085,3,0,4,6,8,0.14935510385526723,203.72040916959153,0.309887172505728
1086,3,0,4,6,9,-0.01936559844744057,224.7720924737644,0.34479985205596386
1087,3,0,4,6,10,0.12257975395231063,208.41756901021833,0.3125150670600361
1088,3,0,4,6,11,0.299080985881643,199.2748257617781,0.3004377215105607
1089,3,0,4,6,12,-0.04555803648870169,223.34286367038303,0.338818977094791
1090,3,0,4,6,13,0.31558896295031846,204.97495734109648,0.3103844061670124
1091,3,0,4,6,14,0.07498402531775884,231.73134726437067,0.35558891929129005
1092,3,0,4,6,15,0.3903001555104793,199.75082668766888,0.30168251227036263
1093,3,0,4,6,16,0.11251485126169376,205.22214250421405,0.3095695383346542
1094,3,0,4,6,17,0.3458751074890145,194.77956896374948,0.29191364159060335
1095,3,0,4,6,18,0.25961416754103944,207.86902534255844,0.3157820589552443
1096,3,0,4,6,19,0.0646571631575103,214.64910456599873,0.3283591234400766
1097,3,0,4,6,20,0.25991681082222,219.7659208679825,0.34007883765861124
1098,3,0,4,6,21,0.4727960834266245,165.96606261157348,0.24613458493683874
1099,3,0,4,6,22,0.005944397965232273,203.8868007877493,0.3068499779072294
1100,3,0,4,6,23,0.3682056232297671,197.96688443098674,0.2996881117745109
1101,3,0,4,6,24,0.38851970129502983,196.62808859647984,0.2985727266785869
1102,3,0,4,6,25,0.3935342609765369,190.18121461941732,0.2839229010148929
1103,3,0,4,6,26,0.5293789943558811,187.33291455897867,0.28188375507291535
1104,3,0,4,6,27,0.37028461575837696,207.49137419447734,0.3179079785426259
1105,3,0,4,6,28,0.11475284814303514,203.13086161061503,0.312928764871038
1106,3,0,4,6,29,0.3850394554930879,197.89122147031745,0.30000425050169377
1107,3,0,4,7,0,0.2573593374749013,183.9574527151069,0.2800767687001436
1108,3,0,4,7,1,-0.1813566656182789,202.4547718431193,0.3065448312564137
1109,3,0,4,7,2,0.1574195250928965,188.31605647023093,0.2797340787514176
1110,3,0,4,7,3,0.5461098799439853,148.28795090474424,0.21757248768396228
1111,3,0,4,7,4,0.0623913072212638,189.05068143495967,0.2882849168952467
1112,3,0,4,7,5,0.24983769334302006,179.41108081134573,0.26935212726037633
1113,3,0,4,7,6,-0.08357924379030328,211.10312097632365,0.3219134680063903
1114,3,0,4,7,7,0.3246085322555348,160.68065147713398,0.2419685650522019
1115,3,0,4,7,8,0.3572003820182053,163.45610967825164,0.24581995746072138
1116,3,0,4,7,9,0.449559306044429,161.2137823267201,0.23917439902837165
1117,3,0,4,7,10,0.44119822799718494,160.85184602917386,0.24269189374589503
1118,3,0,4,7,11,0.3380302016469192,180.0526398830127,0.27250790917613793
1119,3,0,4,7,12,-0.12400486947802038,198.25996970986384,0.30358251854798246
1120,3,0,4,7,13,0.15126702610585524,171.01972432514336,0.2562626981008832
1121,3,0,4,7,14,0.19976187608870258,185.260190416548,0.28038776299576673
1122,3,0,4,7,15,0.2008051800289997,183.5529910755089,0.2774585161962135
1123,3,0,4,7,16,0.015244712130952262,183.47853350504133,0.276357335645606
1124,3,0,4,7,17,-0.2769636988389405,216.46072591855486,0.3251403979240493
1125,3,0,4,7,18,0.1417144710493932,175.9727064423926,0.26696854677084797
1126,3,0,4,7,19,0.08091039479433529,193.70587731424143,0.29220677687793956
1127,3,0,4,7,20,0.054447896986362564,196.30619856595288,0.29382037003872413
1128,3,0,4,7,21,0.25187582545179804,173.38385884592208,0.26540406386035326
1129,3,0,4,7,22,0.04128723093481037,197.44380386552666,0.30020299109947385
1130,3,0,4,7,23,0.24352926055033616,169.93038853768584,0.2537962618452361
1131,3,0,4,7,24,0.22467640852995144,188.94510832829005,0.28474289780794537
1132,3,0,4,7,25,0.33435069127952827,188.0189246186776,0.2856414169947051
1133,3,0,4,7,26,0.40436425791999847,173.85315036294665,0.26613667368972926
1134,3,0,4,7,27,0.14060817906850342,193.47488887922054,0.29607348823383695
1135,3,0,4,7,28,0.267556235166075,168.11654256136285,0.24947110174622852
1136,3,0,4,7,29,0.21837157038166155,193.73116020574957,0.29618977092501547
1137,3,0,4,8,0,0.28016584841048553,182.7841751431463,0.27527436290251245
1138,3,0,4,8,1,0.008828862756861344,221.2555849138793,0.34047518418865813
1139,3,0,4,8,2,-0.0773616086660577,214.57182047908506,0.3241896837351457
1140,3,0,4,8,3,0.3073736955816098,199.39150569007123,0.3068813572328468
1141,3,0,4,8,4,0.3073595911323329,203.10725519187926,0.3117110223128427
1142,3,0,4,8,5,0.28558140145640415,205.68952547071774,0.31594178089194863
1143,3,0,4,8,6,0.43422068024072075,195.54870986208266,0.3031049491024804
1144,3,0,4,8,7,0.016696828559470037,215.40223271296202,0.3324297675910904
1145,3,0,4,8,8,0.36402808698727457,201.07832229388438,0.31371437300995253
1146,3,0,4,8,9,-0.08827618557133676,226.57725500869586,0.34582492612551646
1147,3,0,4,8,10,0.12823585125554843,207.620281762451,0.3233226572154037
1148,3,0,4,8,11,0.1703349888238087,206.2185938106508,0.31454633302991375
1149,3,0,4,8,12,-0.09480174847989031,222.9203900920113,0.34060726963415616
1150,3,0,4,8,13,0.09011568238704461,221.45332345169413,0.3417399887146532
1151,3,0,4,8,14,0.20640052017665686,186.41142503538424,0.2811477596902913
1152,3,0,4,8,15,0.2521920175803379,193.2417662092872,0.2931512767737714
1153,3,0,4,8,16,-0.10177941825617842,191.299541566661,0.28725382063016036
1154,3,0,4,8,17,0.25203812752057636,196.26996461981025,0.29794376290160146
1155,3,0,4,8,18,0.35423709968300626,194.49181381741064,0.2970180341806328
1156,3,0,4,8,19,0.1337573340546976,214.13712080268897,0.33137909872809035
1157,3,0,4,8,20,0.23400688154229635,213.18401627494305,0.32690934142826805
1158,3,0,4,8,21,0.17208889901649052,194.86170579556756,0.2980277210169936
1159,3,0,4,8,22,0.3537043088640503,190.6260398893419,0.2888226230378998
1160,3,0,4,8,23,0.5070189593176557,194.03036088289616,0.3011270945253354
1161,3,0,4,8,24,0.18135555622980568,199.0320868162316,0.3021707751272012
1162,3,0,4,8,25,-0.027713492181393667,203.02644300556622,0.3074944103856534
1163,3,0,4,8,26,-0.06660889702228796,217.23081149558902,0.33375638619785936
1164,3,0,4,8,27,0.15895022180789184,207.8306021479824,0.31522842827378394
1165,3,0,4,8,28,0.3836890489081945,190.2379396157504,0.29187471794519
1166,3,0,4,8,29,0.5276108918021043,185.6529696309211,0.284302507847545
1167,3,0,4,9,0,0.19159879427775373,155.40765318884124,0.2371066871584837
1168,3,0,4,9,1,0.18770890197656265,156.47424259186195,0.23605591959404512
1169,3,0,4,9,2,0.2491581698190121,145.27431420957507,0.2211222076670997
1170,3,0,4,9,3,0.37374332771095825,157.47578739895857,0.24204921017796754
1171,3,0,4,9,4,0.008857160666959038,175.33808646296984,0.26383785042534197
1172,3,0,4,9,5,0.14097496901653186,157.26479324301405,0.2351666711251266
1173,3,0,4,9,6,-0.04049198515084823,182.41419513264893,0.274042940248278
1174,3,0,4,9,7,0.41099722023651797,146.2630412522419,0.22550154805876463
1175,3,0,4,9,8,0.18537017501266953,164.72673671583235,0.24757061052228146
1176,3,0,4,9,9,-0.23515158996935423,175.7703848309774,0.26959330096741774
1177,3,0,4,9,10,0.13028872693746327,154.79315627365608,0.23041237100729242
1178,3,0,4,9,11,0.3013847901673649,166.63102134036401,0.2646192790636601
1179,3,0,4,9,12,-0.02095609461902159,177.93082500455535,0.27016453144234953
1180,3,0,4,9,13,-0.05171500957802696,186.68190204325785,0.28223199363623014
1181,3,0,4,9,14,0.09463616299085426,164.30098145018195,0.24552868895476285
1182,3,0,4,9,15,0.045852262671645515,163.95559869263286,0.24091462064039817
1183,3,0,4,9,16,0.13082507150067163,158.71007270002227,0.24103926367631182
1184,3,0,4,9,17,0.15479824878931733,162.0633882062694,0.24946481758150377
1185,3,0,4,9,18,-0.11554434295176907,181.01737392225436,0.2690805678785355
1186,3,0,4,9,19,0.1219919535833797,171.55528679015717,0.25321219666458417
1187,3,0,4,9,20,0.20502645050228688,156.2369888473283,0.2320167896944106
1188,3,0,4,9,21,0.1904521111261037,161.29683231736823,0.2413658819919969
1189,3,0,4,9,22,0.3094007447112978,152.91258180683667,0.23363633583012677
1190,3,0,4,9,23,0.3457248423376326,164.97160715760307,0.25461684919189337
1191,3,0,4,9,24,-0.24370862492135012,182.69006326828296,0.2803233740357438
1192,3,0,4,9,25,0.13294616125133707,156.46185591440653,0.23232439143376596
1193,3,0,4,9,26,0.5992306181903245,140.04434906425791,0.21485837886688586
1194,3,0,4,9,27,0.1642141077416903,149.27970243256956,0.22739918869256984
1195,3,0,4,9,28,0.14784686177451256,153.5828615631303,0.23279435804021587
