,id,article_id,attribute,code,confidence,session_id,datetime
4358,4429,1742,mw_comfort_breathe,2,7,67834,2023-08-22 12:36:45
4359,4430,1742,mw_comfort_hot,2,7,67834,2023-08-22 12:36:45
4360,4431,1742,mw_inconvenience_hassle,2,6,67834,2023-08-22 12:36:45
4361,4432,1742,mw_attention_trust,2,7,67834,2023-08-22 12:36:45
4362,4433,1742,mw_efficacy_health,2,6,67834,2023-08-22 12:36:45
4363,4434,1742,mw_independence_forced,2,7,67834,2023-08-22 12:36:45
4364,4435,1742,mw_compensation,2,4,67834,2023-08-22 12:36:45
4365,4436,1742,mw_attention_uncomfortable,2,7,67834,2023-08-22 12:36:45
4366,4437,1742,mw_appearance,2,6,67834,2023-08-22 12:36:45
4367,4438,1742,mw_inconvenience_remember,2,6,67834,2023-08-22 12:36:45
4368,4439,2966,mw_comfort_breathe,2,7,44186,2023-08-22 12:37:07
4369,4440,2966,mw_inconvenience_hassle,2,7,44186,2023-08-22 12:37:07
4370,4441,2966,mw_compensation,2,7,44186,2023-08-22 12:37:07
4371,4442,2966,mw_inconvenience_remember,2,7,44186,2023-08-22 12:37:07
4372,4443,2966,mw_access_diff,2,7,44186,2023-08-22 12:37:07
4373,4444,2966,mw_independence_authority,2,7,44186,2023-08-22 12:37:07
4374,4445,2966,mw_efficacy_health,2,7,44186,2023-08-22 12:37:07
4375,4446,2966,mw_efficacy_eff,2,7,44186,2023-08-22 12:37:07
4376,4447,2966,mw_comfort_hot,2,7,44186,2023-08-22 12:37:07
4377,4448,2966,mw_appearance,2,7,44186,2023-08-22 12:37:07
4378,4449,2966,mw_access_cost,2,7,44186,2023-08-22 12:37:07
4379,4450,2966,mw_independence_forced,2,7,44186,2023-08-22 12:37:07
4380,4451,2966,mw_attention_trust,2,7,44186,2023-08-22 12:37:07
4381,4452,2966,mw_attention_uncomfortable,2,7,44186,2023-08-22 12:37:07
4382,4453,7115,mw_attention_uncomfortable,2,7,25447,2023-08-22 12:37:14
4383,4454,7115,mw_inconvenience_hassle,0,4,25447,2023-08-22 12:37:14
4384,4455,7115,mw_independence_forced,2,7,25447,2023-08-22 12:37:14
4385,4456,7115,mw_efficacy_health,2,7,25447,2023-08-22 12:37:14
4386,4457,7115,mw_appearance,2,7,25447,2023-08-22 12:37:14
4387,4458,7115,mw_comfort_breathe,2,7,25447,2023-08-22 12:37:14
4388,4459,7115,mw_efficacy_eff,2,7,25447,2023-08-22 12:37:14
4389,4460,7115,mw_attention_trust,2,7,25447,2023-08-22 12:37:14
4390,4461,7115,mw_access_diff,2,7,25447,2023-08-22 12:37:14
4391,4462,7115,mw_compensation,2,7,25447,2023-08-22 12:37:14
4392,4463,7115,mw_inconvenience_remember,0,4,25447,2023-08-22 12:37:14
4393,4464,7115,mw_access_cost,2,7,25447,2023-08-22 12:37:14
4394,4465,7115,mw_comfort_hot,2,7,25447,2023-08-22 12:37:14
4395,4466,7115,mw_independence_authority,2,7,25447,2023-08-22 12:37:14
4396,4467,5462,mw_access_diff,2,7,25447,2023-08-22 12:39:03
4397,4468,5462,mw_comfort_hot,2,7,25447,2023-08-22 12:39:03
4398,4469,5462,mw_efficacy_health,1,4,25447,2023-08-22 12:39:03
4399,4470,5462,mw_comfort_breathe,2,7,25447,2023-08-22 12:39:03
4400,4471,5462,mw_access_cost,2,7,25447,2023-08-22 12:39:03
4401,4472,5462,mw_appearance,2,7,25447,2023-08-22 12:39:03
4402,4473,5462,mw_independence_forced,2,7,25447,2023-08-22 12:39:03
4403,4474,5462,mw_efficacy_eff,1,4,25447,2023-08-22 12:39:03
4404,4475,5462,mw_independence_authority,2,7,25447,2023-08-22 12:39:03
4405,4476,5462,mw_attention_trust,2,7,25447,2023-08-22 12:39:03
4406,4477,5462,mw_inconvenience_remember,2,7,25447,2023-08-22 12:39:03
4407,4478,5462,mw_inconvenience_hassle,2,7,25447,2023-08-22 12:39:03
4408,4479,5462,mw_attention_uncomfortable,2,7,25447,2023-08-22 12:39:03
4409,4480,5462,mw_compensation,2,7,25447,2023-08-22 12:39:03
4410,4481,2724,mw_compensation,2,7,44186,2023-08-22 12:40:04
4411,4482,2724,mw_efficacy_eff,2,7,44186,2023-08-22 12:40:04
4412,4483,2724,mw_access_cost,2,4,44186,2023-08-22 12:40:04
4413,4484,2724,mw_efficacy_health,2,7,44186,2023-08-22 12:40:04
4414,4485,2724,mw_access_diff,0,6,44186,2023-08-22 12:40:04
4415,4486,2724,mw_comfort_breathe,2,7,44186,2023-08-22 12:40:04
4416,4487,2724,mw_comfort_hot,2,7,44186,2023-08-22 12:40:04
4417,4488,2724,mw_inconvenience_hassle,2,7,44186,2023-08-22 12:40:04
4418,4489,2724,mw_inconvenience_remember,2,7,44186,2023-08-22 12:40:04
4419,4490,2724,mw_attention_uncomfortable,2,7,44186,2023-08-22 12:40:04
4420,4491,2724,mw_attention_trust,2,7,44186,2023-08-22 12:40:04
4421,4492,2724,mw_independence_forced,2,7,44186,2023-08-22 12:40:04
4422,4493,2724,mw_independence_authority,2,7,44186,2023-08-22 12:40:04
4423,4494,2724,mw_appearance,2,7,44186,2023-08-22 12:40:04
4424,4495,5743,mw_appearance,2,4,67834,2023-08-22 12:40:46
4425,4496,5743,mw_comfort_breathe,2,7,67834,2023-08-22 12:40:46
4426,4497,5743,mw_access_cost,2,7,67834,2023-08-22 12:40:46
4427,4498,5743,mw_attention_trust,2,6,67834,2023-08-22 12:40:46
4428,4499,5743,mw_compensation,2,6,67834,2023-08-22 12:40:46
4429,4500,5743,mw_efficacy_eff,2,6,67834,2023-08-22 12:40:46
4430,4501,5743,mw_attention_uncomfortable,0,1,67834,2023-08-22 12:40:46
4431,4502,5743,mw_independence_forced,0,7,67834,2023-08-22 12:40:46
4432,4503,5743,mw_efficacy_health,2,6,67834,2023-08-22 12:40:46
4433,4504,5743,mw_comfort_hot,2,7,67834,2023-08-22 12:40:46
4434,4505,5743,mw_inconvenience_hassle,0,6,67834,2023-08-22 12:40:46
4435,4506,5743,mw_access_diff,2,6,67834,2023-08-22 12:40:46
4436,4507,5743,mw_inconvenience_remember,0,7,67834,2023-08-22 12:40:46
4437,4508,5743,mw_independence_authority,0,7,67834,2023-08-22 12:40:46
4438,4509,895,mw_comfort_breathe,2,7,25447,2023-08-22 12:41:08
4439,4510,895,mw_attention_trust,2,7,25447,2023-08-22 12:41:08
4440,4511,895,mw_independence_forced,2,7,25447,2023-08-22 12:41:08
4441,4512,895,mw_inconvenience_hassle,2,7,25447,2023-08-22 12:41:08
4442,4513,895,mw_comfort_hot,2,7,25447,2023-08-22 12:41:08
4443,4514,895,mw_efficacy_health,2,7,25447,2023-08-22 12:41:08
4444,4515,895,mw_attention_uncomfortable,2,7,25447,2023-08-22 12:41:08
4445,4516,895,mw_compensation,2,7,25447,2023-08-22 12:41:08
4446,4517,895,mw_inconvenience_remember,2,7,25447,2023-08-22 12:41:08
4447,4518,895,mw_appearance,2,7,25447,2023-08-22 12:41:08
4448,4519,895,mw_access_cost,0,7,25447,2023-08-22 12:41:08
4449,4520,895,mw_efficacy_eff,2,7,25447,2023-08-22 12:41:08
4450,4521,895,mw_access_diff,2,7,25447,2023-08-22 12:41:08
4451,4522,895,mw_independence_authority,2,7,25447,2023-08-22 12:41:08
4452,4523,3350,mw_comfort_breathe,2,5,67834,2023-08-22 12:42:15
4453,4524,3350,mw_appearance,2,5,67834,2023-08-22 12:42:15
4454,4525,3350,mw_efficacy_health,2,4,67834,2023-08-22 12:42:15
4455,4526,3350,mw_attention_uncomfortable,2,7,67834,2023-08-22 12:42:16
4456,4527,3350,mw_access_diff,2,4,67834,2023-08-22 12:42:16
4457,4528,3350,mw_independence_authority,1,7,67834,2023-08-22 12:42:16
4458,4529,3350,mw_attention_trust,2,7,67834,2023-08-22 12:42:16
4459,4530,3350,mw_access_cost,2,4,67834,2023-08-22 12:42:16
4460,4531,3350,mw_independence_forced,1,5,67834,2023-08-22 12:42:16
4461,4532,3350,mw_efficacy_eff,2,4,67834,2023-08-22 12:42:16
4462,4533,3350,mw_comfort_hot,2,5,67834,2023-08-22 12:42:16
4463,4534,3350,mw_inconvenience_remember,2,4,67834,2023-08-22 12:42:16
4464,4535,3350,mw_inconvenience_hassle,1,5,67834,2023-08-22 12:42:16
4465,4536,3350,mw_compensation,1,5,67834,2023-08-22 12:42:16
4466,4537,6856,mw_inconvenience_hassle,1,6,44186,2023-08-22 12:42:59
4467,4538,6856,mw_comfort_breathe,2,7,44186,2023-08-22 12:42:59
4468,4539,6856,mw_access_diff,2,7,44186,2023-08-22 12:42:59
4469,4540,6856,mw_access_cost,2,7,44186,2023-08-22 12:42:59
4470,4541,6856,mw_inconvenience_remember,1,6,44186,2023-08-22 12:42:59
4471,4542,6856,mw_appearance,2,7,44186,2023-08-22 12:42:59
4472,4543,6856,mw_attention_uncomfortable,2,7,44186,2023-08-22 12:42:59
4473,4544,6856,mw_attention_trust,2,7,44186,2023-08-22 12:42:59
4474,4545,6856,mw_independence_forced,1,6,44186,2023-08-22 12:42:59
4475,4546,6856,mw_independence_authority,1,6,44186,2023-08-22 12:42:59
4476,4547,6856,mw_compensation,0,5,44186,2023-08-22 12:42:59
4477,4548,6856,mw_efficacy_health,2,7,44186,2023-08-22 12:42:59
4478,4549,6856,mw_efficacy_eff,2,7,44186,2023-08-22 12:42:59
4479,4550,6856,mw_comfort_hot,2,7,44186,2023-08-22 12:42:59
4480,4551,3147,mw_inconvenience_hassle,2,7,25447,2023-08-22 12:44:37
4481,4552,3147,mw_efficacy_eff,2,7,25447,2023-08-22 12:44:37
4482,4553,3147,mw_appearance,2,7,25447,2023-08-22 12:44:37
4483,4554,3147,mw_attention_trust,2,7,25447,2023-08-22 12:44:37
4484,4555,3147,mw_access_cost,2,7,25447,2023-08-22 12:44:37
4485,4556,3147,mw_comfort_breathe,2,7,25447,2023-08-22 12:44:37
4486,4557,3147,mw_efficacy_health,2,7,25447,2023-08-22 12:44:37
4487,4558,3147,mw_inconvenience_remember,2,7,25447,2023-08-22 12:44:37
4488,4559,3147,mw_comfort_hot,2,7,25447,2023-08-22 12:44:37
4489,4560,3147,mw_compensation,2,7,25447,2023-08-22 12:44:37
4490,4561,3147,mw_access_diff,2,7,25447,2023-08-22 12:44:37
4491,4562,3147,mw_independence_forced,2,7,25447,2023-08-22 12:44:37
4492,4563,3147,mw_independence_authority,2,7,25447,2023-08-22 12:44:37
4493,4564,3147,mw_attention_uncomfortable,2,7,25447,2023-08-22 12:44:37
4494,4565,1525,mw_efficacy_eff,2,7,44186,2023-08-22 12:45:58
4495,4566,1525,mw_attention_uncomfortable,2,7,44186,2023-08-22 12:45:58
4496,4567,1525,mw_efficacy_health,2,7,44186,2023-08-22 12:45:58
4497,4568,1525,mw_access_cost,2,7,44186,2023-08-22 12:45:58
4498,4569,1525,mw_comfort_breathe,0,6,44186,2023-08-22 12:45:58
4499,4570,1525,mw_attention_trust,2,7,44186,2023-08-22 12:45:58
4500,4571,1525,mw_inconvenience_hassle,0,4,44186,2023-08-22 12:45:58
4501,4572,1525,mw_appearance,2,7,44186,2023-08-22 12:45:58
4502,4573,1525,mw_independence_forced,2,7,44186,2023-08-22 12:45:58
4503,4574,1525,mw_compensation,2,7,44186,2023-08-22 12:45:58
4504,4575,1525,mw_independence_authority,2,7,44186,2023-08-22 12:45:58
4505,4576,1525,mw_access_diff,2,7,44186,2023-08-22 12:45:58
4506,4577,1525,mw_comfort_hot,2,7,44186,2023-08-22 12:45:58
4507,4578,1525,mw_inconvenience_remember,2,7,44186,2023-08-22 12:45:58
4508,4579,1853,mw_comfort_breathe,2,5,67834,2023-08-22 12:46:09
4509,4580,1853,mw_compensation,2,4,67834,2023-08-22 12:46:09
4510,4581,1853,mw_attention_trust,2,4,67834,2023-08-22 12:46:09
4511,4582,1853,mw_inconvenience_remember,2,4,67834,2023-08-22 12:46:09
4512,4583,1853,mw_comfort_hot,2,5,67834,2023-08-22 12:46:09
4513,4584,1853,mw_access_cost,2,4,67834,2023-08-22 12:46:09
4514,4585,1853,mw_independence_authority,2,4,67834,2023-08-22 12:46:09
4515,4586,1853,mw_efficacy_eff,1,4,67834,2023-08-22 12:46:09
4516,4587,1853,mw_attention_uncomfortable,2,4,67834,2023-08-22 12:46:09
4517,4588,1853,mw_independence_forced,2,4,67834,2023-08-22 12:46:09
4518,4589,1853,mw_access_diff,0,7,67834,2023-08-22 12:46:09
4519,4590,1853,mw_efficacy_health,1,4,67834,2023-08-22 12:46:09
4520,4591,1853,mw_appearance,2,4,67834,2023-08-22 12:46:09
4521,4592,1853,mw_inconvenience_hassle,2,4,67834,2023-08-22 12:46:09
4522,4593,52,mw_inconvenience_hassle,2,7,25447,2023-08-22 12:46:30
4523,4594,52,mw_compensation,2,7,25447,2023-08-22 12:46:30
4524,4595,52,mw_appearance,2,7,25447,2023-08-22 12:46:30
4525,4596,52,mw_independence_forced,2,7,25447,2023-08-22 12:46:30
4526,4597,52,mw_comfort_breathe,2,7,25447,2023-08-22 12:46:30
4527,4598,52,mw_independence_authority,2,7,25447,2023-08-22 12:46:30
4528,4599,52,mw_efficacy_health,1,4,25447,2023-08-22 12:46:30
4529,4600,52,mw_attention_trust,2,7,25447,2023-08-22 12:46:30
4530,4601,52,mw_access_diff,2,7,25447,2023-08-22 12:46:30
4531,4602,52,mw_comfort_hot,2,7,25447,2023-08-22 12:46:30
4532,4603,52,mw_efficacy_eff,1,4,25447,2023-08-22 12:46:31
4533,4604,52,mw_attention_uncomfortable,2,7,25447,2023-08-22 12:46:31
4534,4605,52,mw_access_cost,2,7,25447,2023-08-22 12:46:31
4535,4606,52,mw_inconvenience_remember,2,7,25447,2023-08-22 12:46:31
4536,4607,5687,mw_appearance,2,4,67834,2023-08-22 12:47:41
4537,4608,5687,mw_attention_trust,2,5,67834,2023-08-22 12:47:41
4538,4609,5687,mw_compensation,1,4,67834,2023-08-22 12:47:41
4539,4610,5687,mw_efficacy_health,1,5,67834,2023-08-22 12:47:41
4540,4611,5687,mw_comfort_breathe,2,5,67834,2023-08-22 12:47:41
4541,4612,5687,mw_access_diff,2,6,67834,2023-08-22 12:47:41
4542,4613,5687,mw_access_cost,2,6,67834,2023-08-22 12:47:41
4543,4614,5687,mw_inconvenience_hassle,1,5,67834,2023-08-22 12:47:41
4544,4615,5687,mw_comfort_hot,2,5,67834,2023-08-22 12:47:41
4545,4616,5687,mw_efficacy_eff,1,6,67834,2023-08-22 12:47:41
4546,4617,5687,mw_independence_authority,2,4,67834,2023-08-22 12:47:41
4547,4618,5687,mw_inconvenience_remember,2,6,67834,2023-08-22 12:47:41
4548,4619,5687,mw_independence_forced,0,2,67834,2023-08-22 12:47:41
4549,4620,5687,mw_attention_uncomfortable,0,2,67834,2023-08-22 12:47:41
4550,4621,1561,mw_access_cost,2,7,44186,2023-08-22 12:47:55
4551,4622,1561,mw_comfort_hot,2,7,44186,2023-08-22 12:47:55
4552,4623,1561,mw_comfort_breathe,2,7,44186,2023-08-22 12:47:55
4553,4624,1561,mw_compensation,2,7,44186,2023-08-22 12:47:55
4554,4625,1561,mw_independence_authority,2,7,44186,2023-08-22 12:47:55
4555,4626,1561,mw_access_diff,2,6,44186,2023-08-22 12:47:55
4556,4627,1561,mw_independence_forced,2,7,44186,2023-08-22 12:47:55
4557,4628,1561,mw_appearance,2,7,44186,2023-08-22 12:47:55
4558,4629,1561,mw_attention_uncomfortable,2,7,44186,2023-08-22 12:47:55
4559,4630,1561,mw_inconvenience_hassle,1,5,44186,2023-08-22 12:47:55
4560,4631,1561,mw_efficacy_health,2,7,44186,2023-08-22 12:47:55
4561,4632,1561,mw_efficacy_eff,2,7,44186,2023-08-22 12:47:55
4562,4633,1561,mw_inconvenience_remember,2,7,44186,2023-08-22 12:47:55
4563,4634,1561,mw_attention_trust,2,7,44186,2023-08-22 12:47:55
4564,4635,5527,mw_access_cost,2,7,25447,2023-08-22 12:51:09
4565,4636,5527,mw_independence_authority,0,4,25447,2023-08-22 12:51:09
4566,4637,5527,mw_comfort_breathe,2,7,25447,2023-08-22 12:51:09
4567,4638,5527,mw_comfort_hot,2,7,25447,2023-08-22 12:51:09
4568,4639,5527,mw_attention_trust,2,7,25447,2023-08-22 12:51:09
4569,4640,5527,mw_appearance,2,7,25447,2023-08-22 12:51:09
4570,4641,5527,mw_efficacy_health,1,7,25447,2023-08-22 12:51:09
4571,4642,5527,mw_inconvenience_remember,2,7,25447,2023-08-22 12:51:09
4572,4643,5527,mw_inconvenience_hassle,1,4,25447,2023-08-22 12:51:09
4573,4644,5527,mw_compensation,2,7,25447,2023-08-22 12:51:09
4574,4645,5527,mw_attention_uncomfortable,2,7,25447,2023-08-22 12:51:09
4575,4646,5527,mw_efficacy_eff,1,4,25447,2023-08-22 12:51:09
4576,4647,5527,mw_access_diff,2,7,25447,2023-08-22 12:51:09
4577,4648,5527,mw_independence_forced,2,7,25447,2023-08-22 12:51:09
4578,4649,52,mw_comfort_breathe,2,7,44186,2023-08-22 12:51:33
4579,4650,52,mw_efficacy_health,2,7,44186,2023-08-22 12:51:33
4580,4651,52,mw_attention_trust,2,7,44186,2023-08-22 12:51:33
4581,4652,52,mw_efficacy_eff,2,7,44186,2023-08-22 12:51:33
4582,4653,52,mw_inconvenience_hassle,2,7,44186,2023-08-22 12:51:33
4583,4654,52,mw_inconvenience_remember,2,7,44186,2023-08-22 12:51:33
4584,4655,52,mw_appearance,2,7,44186,2023-08-22 12:51:33
4585,4656,52,mw_compensation,2,7,44186,2023-08-22 12:51:33
4586,4657,52,mw_attention_uncomfortable,2,7,44186,2023-08-22 12:51:33
4587,4658,52,mw_independence_forced,2,7,44186,2023-08-22 12:51:33
4588,4659,52,mw_independence_authority,2,7,44186,2023-08-22 12:51:33
4589,4660,52,mw_access_cost,2,7,44186,2023-08-22 12:51:33
4590,4661,52,mw_access_diff,2,7,44186,2023-08-22 12:51:33
4591,4662,52,mw_comfort_hot,2,7,44186,2023-08-22 12:51:33
4592,4663,2549,mw_comfort_breathe,2,5,67834,2023-08-22 12:51:53
4593,4664,2549,mw_efficacy_health,1,5,67834,2023-08-22 12:51:53
4594,4665,2549,mw_comfort_hot,2,6,67834,2023-08-22 12:51:53
4595,4666,2549,mw_inconvenience_hassle,2,4,67834,2023-08-22 12:51:53
4596,4667,2549,mw_access_diff,0,6,67834,2023-08-22 12:51:53
4597,4668,2549,mw_compensation,1,6,67834,2023-08-22 12:51:53
4598,4669,2549,mw_independence_authority,2,5,67834,2023-08-22 12:51:53
4599,4670,2549,mw_inconvenience_remember,2,4,67834,2023-08-22 12:51:53
4600,4671,2549,mw_efficacy_eff,1,5,67834,2023-08-22 12:51:53
4601,4672,2549,mw_independence_forced,2,5,67834,2023-08-22 12:51:53
